"wt.1.NC12.opaKD2.23003FL.06.01.18"	"ac.1.NC12.opaKD2.23003FL.06.01.19"	"dsred.1.NC12.opaKD2.23003FL.06.01.20"	"opa.1.NC12.opaKD2.23003FL.06.01.21"	"wt.2.NC12.opaKD5.23003FL.06.01.35"	"ac.2.NC12.opaKD5.23003FL.06.01.36"	"dsred.2.NC12.opaKD5.23003FL.06.01.37"	"dsred.3.NC12.opaKD5.23003FL.06.01.38"	"opa.3.NC12.opaKD5.23003FL.06.01.40"	"opa.5.NC12.opaKD5.23003FL.06.01.42"	"ac.3.NC12.opaKD6.23003FL.06.01.44"	"ac.4.NC12.opaKD6.23003FL.06.01.45"	"opa.6.NC12.opaKD6.23003FL.06.01.46"	"opa.7.NC12.opaKD6.23003FL.06.01.47"	"opa.8.NC12.opaKD6.23003FL.06.01.48"
"scaffold_7:16640658-16640872"	34	21	11	16	14	18	34	44	16	11	17	7	19	18	38
"scaffold_7:16643222-16643330"	23	10	4	13	9	5	19	24	15	7	13	9	15	11	22
"scaffold_7:16648350-16648689"	40	18	4	36	33	9	45	58	34	6	17	8	54	39	61
"scaffold_7:16650492-16650609"	29	14	4	22	15	6	22	27	32	2	11	7	39	27	51
"scaffold_7:16650936-16651050"	48	22	5	9	28	2	20	28	8	11	4	12	27	18	35
"scaffold_7:16651491-16651655"	157	82	28	65	55	58	114	86	121	77	107	117	176	172	137
"scaffold_7:16651865-16652050"	71	50	24	41	29	98	45	69	107	94	95	118	132	105	65
"scaffold_7:16654383-16654467"	19	12	8	13	17	1	30	27	17	10	5	3	23	17	18
"scaffold_7:16664921-16665059"	50	22	9	36	25	10	40	54	45	6	12	7	33	38	35
"scaffold_7:16665799-16665898"	68	40	11	38	24	24	65	34	101	36	32	32	93	66	47
"scaffold_7:16667227-16667368"	68	39	7	34	31	27	56	47	77	64	39	28	96	115	49
"scaffold_7:16673735-16673858"	27	22	8	13	15	11	38	35	36	24	8	7	37	46	29
"scaffold_7:16688572-16688698"	22	9	3	13	12	4	16	25	11	7	12	15	20	11	32
"scaffold_7:16750437-16750916"	72	46	19	60	37	30	65	46	53	52	42	50	49	109	60
"scaffold_7:16778943-16779057"	15	15	4	10	4	11	13	10	11	5	7	8	12	10	13
"scaffold_7:16803130-16803268"	49	26	12	33	12	11	43	52	35	15	30	24	50	105	55
"scaffold_7:16815908-16816165"	18	15	3	13	9	18	24	33	31	3	7	20	33	16	33
"scaffold_7:16816407-16816549"	15	12	4	7	6	6	19	13	12	1	7	8	13	10	5
"scaffold_7:16817069-16817305"	35	18	4	29	17	17	39	67	50	23	39	21	44	47	20
"scaffold_7:16818476-16818669"	49	22	9	34	23	12	44	35	40	21	32	34	44	78	39
"scaffold_7:16826167-16826466"	71	60	18	77	31	32	128	85	110	38	61	61	138	154	87
"scaffold_7:16869703-16869808"	23	10	3	14	6	7	19	23	35	9	13	18	34	34	23
"scaffold_7:16886619-16886733"	19	23	12	21	9	10	32	18	18	18	16	12	23	30	30
"scaffold_7:16913126-16913218"	23	13	5	10	14	13	28	9	36	12	11	18	18	25	19
"scaffold_7:17032200-17032311"	24	19	7	16	9	3	21	14	22	5	18	7	23	38	17
"scaffold_7:17032509-17032617"	25	10	4	26	12	9	26	29	28	12	18	14	42	32	31
"scaffold_7:17032829-17033047"	45	36	15	41	12	22	43	44	62	38	27	53	105	84	35
"scaffold_7:17050477-17050625"	29	20	10	26	13	10	42	29	21	4	21	24	34	34	43
"scaffold_7:17057332-17057412"	9	10	3	13	3	6	11	13	12	5	17	6	15	19	25
"scaffold_7:17110764-17110922"	37	24	14	27	31	13	40	77	26	14	22	37	52	54	50
"scaffold_7:17113067-17113157"	25	5	1	27	3	17	12	17	24	20	15	14	22	21	20
"scaffold_7:17135737-17135871"	23	15	6	7	9	21	17	22	24	23	26	37	35	24	30
"scaffold_7:17171949-17172090"	34	13	4	16	14	15	29	40	15	9	13	17	28	19	34
"scaffold_7:17182580-17182721"	14	9	2	16	10	23	16	13	16	22	21	14	13	11	4
"scaffold_7:17183196-17183279"	36	18	6	16	8	14	35	19	36	12	24	16	34	32	41
"scaffold_7:17184064-17184164"	37	27	0	13	15	14	33	15	49	19	28	23	46	51	42
"scaffold_7:17184334-17184418"	36	10	5	7	16	4	7	10	11	6	10	4	20	26	14
"scaffold_7:17187285-17187821"	266	94	38	134	132	68	169	200	176	74	130	113	192	201	201
"scaffold_7:17190005-17190145"	29	13	8	22	13	1	31	25	21	3	12	4	32	38	19
"scaffold_7:17197123-17197247"	42	17	9	27	18	31	29	16	33	18	36	18	36	28	15
"scaffold_7:17202682-17202851"	53	59	17	61	22	28	60	30	83	43	57	45	98	109	63
"scaffold_7:17204192-17204391"	38	26	6	28	18	12	30	50	48	8	13	19	62	73	36
"scaffold_7:17205344-17205434"	21	10	5	12	7	3	8	21	14	8	15	0	19	23	16
"scaffold_7:17210560-17210648"	21	6	1	12	6	1	8	15	20	8	8	7	24	30	15
"scaffold_7:17217217-17217423"	19	16	3	6	6	2	16	42	6	0	7	15	29	16	33
"scaffold_7:17217790-17217876"	11	8	3	11	9	1	12	23	18	6	2	13	15	18	22
"scaffold_7:17225018-17225123"	28	7	3	28	8	6	21	18	16	5	7	4	21	38	25
"scaffold_7:17235946-17236661"	114	77	28	96	45	59	131	150	160	63	94	115	172	179	160
"scaffold_7:17247353-17247552"	58	40	12	37	40	43	66	55	100	60	60	82	86	121	76
"scaffold_7:17247726-17247948"	60	13	6	58	25	23	45	35	42	27	27	25	48	38	39
"scaffold_7:17256434-17256516"	31	13	0	16	9	15	39	30	20	12	5	10	28	32	24
"scaffold_7:17257547-17257652"	50	19	11	23	11	5	18	48	15	8	23	8	21	35	42
"scaffold_7:17271656-17272361"	249	136	36	177	83	53	156	178	168	50	127	113	231	216	250
"scaffold_7:17275372-17275471"	23	7	4	8	6	7	14	22	8	3	8	4	12	9	11
"scaffold_7:17278423-17278528"	16	4	8	15	8	12	18	33	12	11	4	18	16	10	12
"scaffold_7:17281173-17281491"	88	58	14	65	24	25	67	105	53	4	51	27	64	94	75
"scaffold_7:17291332-17291722"	49	22	13	37	25	13	57	56	37	14	39	27	46	31	36
"scaffold_7:17305379-17305466"	13	13	0	9	6	5	22	21	7	6	11	2	19	22	25
"scaffold_7:17312796-17312933"	39	10	3	18	10	8	25	20	17	0	17	16	29	17	30
"scaffold_7:17318118-17318340"	81	22	8	46	24	23	44	111	41	18	30	39	40	41	98
"scaffold_7:17324566-17324678"	10	3	2	7	2	1	9	10	4	0	2	7	7	10	9
"scaffold_7:17329368-17329548"	46	34	9	43	32	19	40	41	42	16	27	47	63	60	52
"scaffold_7:17343232-17343317"	16	16	11	23	6	3	12	22	23	6	10	8	14	15	20
"scaffold_7:17345655-17345755"	16	10	1	13	5	2	8	23	10	7	8	2	9	14	15
"scaffold_7:17353846-17353931"	8	11	11	16	5	7	8	11	16	18	11	11	13	19	9
"scaffold_7:17358519-17358619"	24	6	4	23	10	6	21	37	11	2	16	14	17	9	29
"scaffold_7:17370250-17370385"	20	14	4	30	15	9	42	33	10	5	12	19	13	12	15
"scaffold_7:17370707-17370781"	21	10	10	16	8	10	20	12	12	4	5	9	14	6	20
"scaffold_7:17376451-17376535"	14	6	10	8	10	4	11	12	14	3	10	15	19	8	23
"scaffold_7:17379212-17379394"	36	24	11	16	18	11	46	60	34	9	6	10	57	45	69
"scaffold_7:17379728-17379885"	37	7	8	15	9	9	39	38	49	14	19	14	48	46	48
"scaffold_7:17383720-17383838"	44	11	7	18	26	6	35	36	17	4	10	11	22	15	24
"scaffold_7:17386778-17386892"	30	15	3	28	16	3	30	28	19	1	4	8	21	14	26
"scaffold_7:17388675-17388903"	70	64	12	69	18	16	75	87	58	17	44	51	116	91	98
"scaffold_7:17391196-17391420"	55	25	12	36	18	19	40	44	43	13	27	26	42	43	55
"scaffold_7:17394270-17394400"	27	6	1	17	12	9	16	25	18	8	12	8	26	29	14
"scaffold_7:17396048-17396182"	36	21	9	34	6	18	34	24	24	11	19	20	35	48	38
"scaffold_7:17401815-17402075"	58	25	9	49	15	13	75	82	52	20	31	12	84	86	60
"scaffold_7:17404871-17405067"	48	25	9	34	20	28	52	66	74	27	44	42	98	83	64
"scaffold_7:17413167-17413311"	62	14	13	37	25	19	38	30	19	11	36	20	30	29	51
"scaffold_7:17414967-17415091"	32	17	8	16	14	6	15	29	25	2	15	9	39	29	29
"scaffold_7:17424643-17424771"	91	18	11	57	32	39	33	48	72	45	68	73	63	72	47
"scaffold_7:17426349-17426474"	9	3	2	4	12	3	7	10	12	11	7	13	17	5	7
"scaffold_7:17432455-17432590"	25	14	3	20	8	10	12	27	27	34	23	18	24	32	23
"scaffold_7:17436007-17436112"	22	19	4	13	17	16	38	27	36	19	18	35	59	46	30
"scaffold_7:17436390-17436464"	15	3	15	10	4	26	5	5	23	32	40	52	27	36	18
"scaffold_7:17447026-17447154"	40	11	19	23	31	15	26	20	15	7	22	6	19	10	20
"scaffold_7:17447295-17447402"	36	15	8	25	20	9	13	14	18	11	12	17	19	14	24
"scaffold_7:17447691-17447773"	26	9	6	16	11	27	20	28	59	27	32	35	25	23	30
"scaffold_7:17447946-17448060"	28	16	9	25	29	18	28	32	44	26	17	28	30	52	34
"scaffold_7:17453218-17453346"	29	19	4	9	11	8	20	35	19	3	13	10	35	25	35
"scaffold_7:17454800-17454959"	32	14	2	21	22	2	18	72	10	3	8	10	27	29	21
"scaffold_7:17472293-17472377"	13	2	3	11	10	5	10	12	4	2	4	1	5	5	2
"scaffold_7:17479455-17479700"	22	16	1	23	10	5	30	66	36	6	20	3	34	18	31
"scaffold_7:17485100-17485415"	63	81	18	50	24	26	69	64	63	13	59	47	61	38	109
"scaffold_7:17616115-17616243"	30	12	14	22	21	13	49	26	40	18	25	16	24	36	55
"scaffold_7:17635933-17636014"	17	10	4	7	7	11	19	17	19	5	18	10	10	2	26
"scaffold_7:17656972-17657338"	71	33	14	70	39	15	57	100	51	23	33	26	57	77	101
"scaffold_7:17661045-17661145"	18	7	7	17	11	5	26	16	13	1	10	11	9	21	19
"scaffold_7:17700488-17700604"	8	5	3	14	10	10	6	10	7	4	9	5	13	7	12
"scaffold_7:17729125-17729396"	62	44	19	51	33	64	67	61	79	76	108	113	120	122	116
"scaffold_7:17738966-17739059"	18	6	1	21	4	7	8	19	7	4	5	7	2	4	10
"scaffold_7:17744275-17744476"	76	23	8	33	18	7	58	57	51	10	19	27	96	84	71
"scaffold_7:17745996-17746158"	55	23	11	27	12	14	42	25	46	20	27	25	72	64	42
"scaffold_7:17746333-17746579"	32	15	10	16	17	15	29	30	27	6	18	20	46	32	31
"scaffold_7:17749246-17749572"	164	67	21	87	74	28	131	185	70	30	55	66	154	111	136
"scaffold_7:17751984-17752205"	92	54	31	47	33	82	68	78	98	75	122	154	111	106	63
"scaffold_7:17753159-17753347"	23	11	6	32	18	5	21	16	11	1	9	10	16	14	21
"scaffold_7:17754394-17754538"	43	36	9	35	32	36	56	58	71	32	47	56	88	57	64
"scaffold_7:17791332-17791466"	5	2	2	8	3	5	13	21	9	0	1	0	4	12	11
"scaffold_7:17795763-17795847"	20	8	2	10	3	3	15	14	17	9	19	15	10	28	19
"scaffold_7:17811163-17811241"	14	12	5	8	6	9	24	13	17	5	11	12	18	14	26
"scaffold_7:17835325-17835412"	6	2	2	5	3	10	23	14	8	3	12	8	9	13	20
"scaffold_7:17848220-17848347"	16	4	3	7	9	6	19	13	18	11	13	14	26	23	26
"scaffold_7:17876411-17876510"	12	14	2	16	3	4	25	14	25	2	5	8	13	4	14
"scaffold_7:17899447-17899936"	94	45	18	76	44	23	56	42	67	17	28	27	73	75	76
"scaffold_7:17901640-17901716"	26	14	3	13	18	9	33	11	79	22	15	20	30	24	19
"scaffold_7:17902168-17902347"	101	30	12	53	72	21	75	65	84	32	57	57	84	117	70
"scaffold_7:17903425-17903500"	24	11	4	20	12	8	22	20	30	13	29	22	15	17	18
"scaffold_7:17903587-17903724"	50	22	3	30	32	12	30	58	34	8	16	6	43	24	57
"scaffold_7:17907698-17907806"	3	8	5	4	19	2	7	16	7	4	8	0	17	9	11
"scaffold_7:17909211-17909300"	18	14	4	9	8	6	12	20	19	10	9	10	23	32	12
"scaffold_7:17932044-17932125"	31	5	1	16	6	13	14	30	7	6	26	17	14	10	22
"scaffold_7:17950322-17950516"	62	26	13	35	32	24	61	83	62	28	62	35	60	38	63
"scaffold_7:17996924-17997038"	2	5	3	0	3	1	5	10	4	0	5	2	7	6	2
"scaffold_7:18010098-18010197"	38	20	2	5	4	2	18	41	18	6	3	2	15	17	19
"scaffold_7:18017667-18017885"	30	10	9	14	10	11	24	53	15	0	6	4	24	13	21
"scaffold_7:18020588-18020767"	73	49	8	57	47	21	123	127	69	23	16	17	79	81	65
"scaffold_7:18032174-18032487"	187	99	51	116	92	180	155	156	223	195	259	264	179	203	145
"scaffold_7:18032692-18032855"	68	20	10	38	65	27	38	55	65	38	37	18	55	46	50
"scaffold_7:18043980-18044118"	62	30	12	39	24	8	66	43	47	25	33	19	88	93	49
"scaffold_7:18044353-18044443"	18	3	5	12	8	2	12	11	9	2	8	5	26	15	10
"scaffold_7:18044568-18044701"	29	24	8	21	21	10	36	44	38	19	13	12	29	47	37
"scaffold_7:18053093-18053200"	32	16	7	18	17	17	21	23	24	15	33	31	43	49	43
"scaffold_7:18056384-18056458"	56	31	5	21	12	16	36	55	38	12	30	18	51	36	29
"scaffold_7:18059474-18059823"	103	70	27	76	48	70	73	88	121	107	143	164	108	129	90
"scaffold_7:18060622-18060739"	30	16	8	22	18	11	20	51	21	1	9	13	24	11	55
"scaffold_7:18067380-18067585"	78	30	12	29	28	15	32	70	55	20	27	41	72	63	72
"scaffold_7:18068581-18068698"	61	22	4	24	26	8	32	29	48	27	17	25	40	50	39
"scaffold_7:18073031-18073191"	27	28	7	26	13	17	20	25	53	25	40	42	52	49	29
"scaffold_7:18080291-18080389"	33	12	6	24	13	15	31	25	51	27	13	42	38	38	59
"scaffold_7:18081123-18081259"	41	11	5	26	31	2	21	13	17	3	4	12	38	12	29
"scaffold_7:18083992-18084111"	56	24	5	21	50	1	41	46	56	10	14	6	82	47	79
"scaffold_7:18085878-18086098"	86	57	16	56	30	20	70	97	87	29	26	28	93	110	101
"scaffold_7:18086318-18086532"	77	43	13	41	23	21	67	56	67	38	44	51	93	96	80
"scaffold_7:18086869-18087000"	48	22	5	21	16	13	26	39	27	10	32	18	24	33	42
"scaffold_7:18092758-18092833"	15	9	3	11	6	5	10	24	3	1	11	4	18	9	29
"scaffold_7:18102170-18102302"	44	12	4	20	22	6	17	28	19	3	10	6	35	35	31
"scaffold_7:18104601-18104704"	26	12	3	17	11	23	11	35	28	22	32	31	32	39	30
"scaffold_7:18104888-18104998"	21	12	9	25	13	17	10	14	27	38	50	53	25	21	19
"scaffold_7:18105852-18105951"	28	26	6	17	13	13	44	41	30	16	46	38	46	38	32
"scaffold_7:18111418-18111504"	25	13	1	12	10	1	21	15	38	4	9	21	19	30	22
"scaffold_7:18111647-18111807"	68	29	11	36	47	10	46	43	59	12	46	40	80	87	53
"scaffold_7:18116481-18116632"	49	20	5	49	38	6	48	29	48	16	10	6	55	67	32
"scaffold_7:18116727-18116807"	27	10	4	20	6	1	30	12	22	10	18	6	31	52	16
"scaffold_7:18117978-18118099"	79	44	15	54	35	30	70	66	78	46	51	57	73	97	61
"scaffold_7:18118845-18119030"	64	58	12	63	18	14	59	37	60	36	20	50	89	79	65
"scaffold_7:18126187-18126263"	10	7	5	6	11	4	7	22	4	5	7	2	25	16	15
"scaffold_7:18127708-18127801"	17	9	2	12	3	1	15	9	6	6	4	9	22	24	17
"scaffold_7:18137050-18137173"	59	28	4	39	20	27	42	45	56	13	42	32	62	72	68
"scaffold_7:18137478-18137571"	29	20	2	12	15	10	22	31	15	3	12	15	22	40	32
"scaffold_7:18143196-18143287"	28	17	9	18	10	9	13	32	19	6	28	13	20	21	31
"scaffold_7:18152452-18152530"	30	10	3	4	5	1	30	31	11	0	19	3	14	14	35
"scaffold_7:18168657-18168733"	34	13	6	21	14	9	27	48	32	10	13	7	48	31	34
"scaffold_7:18168890-18168966"	42	13	6	24	12	5	21	20	25	5	16	27	20	26	30
"scaffold_7:18174268-18174517"	96	59	10	56	28	41	92	92	76	11	48	38	103	126	117
"scaffold_7:18178329-18178501"	40	27	7	26	32	9	46	49	20	5	27	25	42	24	81
"scaffold_7:18186172-18186372"	45	19	6	25	13	13	21	52	21	4	29	13	22	24	33
"scaffold_7:18190876-18191137"	52	21	13	40	30	12	36	39	41	11	31	25	32	30	65
"scaffold_7:18197190-18197309"	38	16	10	33	20	21	19	35	23	21	41	55	26	27	16
"scaffold_7:18207397-18207792"	116	31	6	44	40	14	65	94	58	21	38	20	60	65	88
"scaffold_7:18208113-18208252"	70	48	15	71	19	12	65	38	38	36	38	32	82	85	62
"scaffold_7:18208655-18209264"	294	152	36	200	96	70	340	198	297	80	154	90	295	339	364
"scaffold_7:18214144-18214242"	16	11	2	13	15	0	13	14	8	0	12	1	4	9	18
"scaffold_7:18217267-18217374"	34	8	2	10	9	3	23	33	19	1	10	11	20	23	20
"scaffold_7:18222658-18222804"	32	19	15	27	24	8	44	43	34	10	31	22	25	45	19
"scaffold_7:18231481-18231666"	42	8	7	16	21	9	23	78	15	3	8	5	46	24	31
"scaffold_7:18233638-18233719"	42	17	6	33	6	5	26	40	37	8	7	12	41	32	41
"scaffold_7:18234537-18234860"	153	89	16	121	53	37	189	139	146	62	80	71	216	305	186
"scaffold_7:18235191-18235283"	35	26	3	19	19	3	20	34	35	10	4	7	59	50	39
"scaffold_7:18235689-18235784"	25	12	6	22	12	5	18	17	20	6	9	9	38	41	30
"scaffold_7:18238831-18239046"	104	63	44	73	69	171	99	106	167	156	265	255	140	121	110
"scaffold_7:18254133-18254217"	17	11	7	15	9	10	21	26	21	11	9	1	31	20	17
"scaffold_7:18266296-18266499"	52	22	14	32	24	19	56	71	48	21	25	24	51	59	45
"scaffold_7:18268824-18268906"	16	3	3	16	7	9	13	16	11	6	7	14	7	26	16
"scaffold_7:18273136-18273210"	28	12	3	9	5	6	24	25	20	3	5	16	16	26	16
"scaffold_7:18280964-18281047"	14	4	5	3	9	5	27	38	12	0	6	6	10	13	17
"scaffold_7:18295399-18295640"	69	20	11	58	18	21	79	83	43	30	31	36	50	68	56
"scaffold_7:18305219-18305374"	23	16	9	30	15	11	25	38	15	5	17	3	31	19	23
"scaffold_7:18312426-18312670"	62	34	32	60	36	100	55	31	57	69	164	166	103	86	58
"scaffold_7:18365109-18365199"	22	7	6	9	8	4	8	14	8	7	5	5	15	9	8
"scaffold_7:18368963-18369043"	19	5	9	14	6	1	8	18	16	1	12	5	8	4	6
"scaffold_7:18381989-18382079"	28	12	1	17	8	9	15	22	23	11	17	21	33	32	26
"scaffold_7:18391667-18391774"	45	14	6	39	32	22	38	32	33	6	21	12	29	31	34
"scaffold_7:18392301-18392565"	213	98	39	112	66	178	195	123	228	180	155	213	197	253	167
"scaffold_7:18392759-18392849"	30	4	10	18	9	11	23	18	18	11	4	4	10	12	15
"scaffold_7:18398135-18398230"	25	6	3	21	11	3	12	23	22	5	12	9	16	8	14
"scaffold_7:18417545-18417620"	21	16	4	19	9	7	17	18	15	3	10	11	19	18	19
"scaffold_7:18434304-18434449"	30	15	7	24	11	12	34	40	21	2	18	9	16	16	29
"scaffold_7:18458659-18458849"	63	34	11	39	37	28	58	70	54	15	27	22	79	74	74
"scaffold_7:18459399-18459573"	48	26	21	35	11	47	33	49	61	41	89	100	51	47	48
"scaffold_7:18461791-18461998"	44	37	9	62	11	25	46	28	59	20	19	32	60	58	43
"scaffold_7:18464212-18464390"	58	43	11	52	41	21	88	86	88	48	18	24	100	95	73
"scaffold_7:18474613-18474691"	13	11	4	6	3	1	12	13	8	6	9	0	3	7	18
"scaffold_7:18484496-18484627"	18	16	5	12	16	4	40	43	33	8	14	5	22	17	32
"scaffold_7:18485318-18485398"	10	8	2	12	5	4	17	14	12	1	16	7	10	10	12
"scaffold_7:18501894-18501978"	13	14	3	18	8	10	11	7	15	16	13	14	16	16	22
"scaffold_7:18532335-18532641"	16	4	7	16	11	15	23	24	12	4	19	10	19	15	16
"scaffold_7:18547787-18547908"	9	10	2	14	8	4	12	8	23	2	8	3	20	21	17
"scaffold_7:18579737-18579909"	39	8	5	22	29	17	43	53	46	15	31	24	45	37	61
"scaffold_7:18580500-18580601"	23	11	0	12	18	10	30	27	42	20	16	4	20	27	36
"scaffold_7:18580735-18581102"	102	40	8	51	75	10	131	144	123	57	42	38	102	93	103
"scaffold_7:18595566-18595806"	64	30	12	52	23	35	51	41	62	47	46	74	66	60	64
"scaffold_7:18596077-18596261"	70	14	4	24	55	17	51	91	35	17	19	21	54	59	55
"scaffold_7:18596407-18596511"	78	34	13	29	34	54	61	56	80	39	47	58	66	87	61
"scaffold_7:18599689-18599931"	176	56	17	65	130	36	141	96	113	31	55	34	139	111	182
"scaffold_7:18602560-18602648"	48	18	3	21	13	6	34	29	38	4	10	6	42	36	46
"scaffold_7:18602995-18603218"	126	39	13	50	58	10	75	89	69	20	26	23	72	77	106
"scaffold_7:18604589-18604705"	52	20	10	21	25	6	42	58	46	12	6	16	62	42	58
"scaffold_7:18615959-18616083"	30	12	6	22	12	8	36	25	27	10	8	13	37	53	53
"scaffold_7:18626836-18626964"	32	7	13	17	11	9	29	33	30	1	28	8	28	22	17
"scaffold_7:18651724-18651802"	12	8	9	12	11	13	20	10	14	8	12	10	18	19	15
"scaffold_7:18652079-18652161"	20	12	11	17	7	18	20	17	31	10	32	11	22	21	27
"scaffold_7:18652266-18652488"	58	36	13	43	27	46	34	41	72	57	64	55	83	92	65
"scaffold_7:18652633-18652792"	34	30	22	35	26	28	32	32	30	25	43	76	37	44	21
"scaffold_7:18661047-18661156"	25	15	0	11	12	1	26	41	16	10	6	11	21	14	32
"scaffold_7:18667931-18668173"	31	27	8	34	19	10	43	34	28	15	29	19	39	29	39
"scaffold_7:18684269-18684377"	7	3	2	17	3	7	12	19	9	5	9	7	6	5	24
"scaffold_7:18687310-18687396"	8	4	1	3	2	2	11	4	9	1	7	4	6	12	20
"scaffold_7:18696933-18697101"	11	9	3	8	0	6	25	17	9	6	10	5	18	9	25
"scaffold_7:18709490-18709603"	13	6	8	10	5	9	23	29	8	4	15	7	20	18	16
"scaffold_7:18709830-18709917"	8	10	6	17	10	5	22	19	6	0	11	5	17	8	11
"scaffold_7:18719004-18719259"	24	16	8	29	6	13	40	42	26	5	22	15	29	35	36
"scaffold_7:18720579-18720675"	10	5	4	8	12	6	27	21	8	3	4	4	18	5	25
"scaffold_7:18725194-18725463"	49	52	10	51	28	17	69	38	31	7	36	69	87	67	94
"scaffold_7:18736799-18736946"	15	11	3	30	9	8	21	12	11	5	20	14	25	11	19
"scaffold_7:18824907-18825014"	8	7	2	9	8	12	12	10	12	8	6	5	9	9	7
"scaffold_7:18848696-18848804"	13	9	3	7	7	7	20	16	33	9	14	9	16	15	22
"scaffold_7:18894932-18895049"	11	18	2	17	5	3	23	9	14	7	16	9	16	18	20
"scaffold_7:18916877-18916981"	6	10	0	12	6	3	28	8	9	8	10	7	19	18	19
"scaffold_7:19003013-19003194"	22	17	6	23	23	8	35	69	51	15	15	14	52	49	42
"scaffold_7:19024424-19024527"	15	13	1	18	6	8	23	21	17	8	12	6	16	17	16
"scaffold_7:19036279-19036385"	13	16	7	9	6	4	20	25	12	9	8	9	17	18	38
"scaffold_7:19038868-19038977"	21	17	5	22	12	19	37	53	35	11	14	11	28	35	35
"scaffold_7:19044027-19044113"	8	9	6	14	4	8	24	19	18	2	17	16	20	17	27
"scaffold_7:19050473-19050639"	61	50	15	55	50	48	93	79	66	36	67	66	69	33	106
"scaffold_7:19261971-19262436"	111	50	25	98	64	73	88	86	147	89	100	106	139	155	77
"scaffold_7:19267923-19268083"	33	11	5	9	19	11	23	59	30	13	8	4	43	23	17
"scaffold_7:19270161-19270261"	38	15	9	12	16	5	15	31	23	3	12	3	9	9	18
"scaffold_7:19273996-19274087"	12	10	6	13	10	12	13	10	12	10	5	5	21	24	6
"scaffold_7:19274407-19274512"	17	9	2	12	12	23	30	30	22	22	12	10	27	22	11
"scaffold_7:19290233-19290312"	20	10	10	14	9	7	12	20	11	0	11	3	7	5	23
"scaffold_7:19311910-19312226"	44	15	11	33	17	28	45	52	59	45	39	42	54	107	49
"scaffold_7:19312918-19313039"	28	20	12	20	9	39	26	19	44	30	53	48	58	73	44
"scaffold_7:19315556-19315671"	27	13	15	32	11	32	16	16	47	23	33	40	37	49	18
"scaffold_7:19323618-19323806"	51	9	8	21	16	10	39	80	51	10	18	12	36	36	63
"scaffold_7:19325893-19326015"	44	24	14	31	19	9	21	30	22	3	18	8	22	21	25
"scaffold_7:19334700-19334903"	45	37	11	36	17	16	64	53	40	17	21	7	63	53	72
"scaffold_7:19335544-19335630"	37	12	1	12	28	5	25	37	19	6	4	5	8	11	33
"scaffold_7:19340548-19340706"	69	28	9	66	33	12	53	74	66	15	20	16	83	53	37
"scaffold_7:19340867-19340987"	40	17	12	39	34	13	21	17	16	16	17	16	38	37	16
"scaffold_7:19341116-19341303"	95	39	15	79	42	18	82	64	85	38	52	23	89	102	75
"scaffold_7:19350552-19351052"	83	14	11	52	27	16	29	47	57	20	30	21	45	61	45
"scaffold_7:19351795-19351884"	39	15	11	16	18	30	27	18	33	30	39	68	43	33	40
"scaffold_7:19361488-19361606"	22	10	6	22	11	10	16	35	34	9	13	25	33	36	29
"scaffold_7:19364377-19364488"	48	37	14	24	18	36	39	36	71	31	54	78	77	73	59
"scaffold_7:19372708-19372782"	12	9	3	6	5	3	14	16	9	14	10	15	15	15	10
"scaffold_7:19373132-19373272"	39	16	13	20	14	37	25	39	46	46	50	57	48	34	40
"scaffold_7:19373408-19373530"	30	15	2	23	13	11	32	19	40	23	22	33	31	53	22
"scaffold_7:19378930-19379006"	17	7	4	11	12	11	19	17	14	15	8	7	19	9	31
"scaffold_7:19395320-19395490"	43	31	14	33	29	39	29	36	51	48	51	65	69	76	42
"scaffold_7:19397324-19397498"	27	8	7	13	11	9	32	50	24	7	10	14	29	14	21
"scaffold_7:19406534-19406809"	70	49	6	49	37	27	116	101	75	31	51	13	92	72	64
"scaffold_7:19412605-19412697"	32	14	2	9	11	9	32	25	30	13	14	7	38	25	39
"scaffold_7:19419465-19419695"	52	18	11	19	24	15	39	68	32	11	31	24	43	29	47
"scaffold_7:19419882-19419973"	17	4	8	13	0	3	18	9	15	2	7	10	19	9	21
"scaffold_7:19436120-19436347"	16	22	9	34	12	4	54	60	64	18	26	11	63	62	50
"scaffold_7:19477965-19478086"	24	6	3	2	5	8	43	23	22	11	7	9	22	16	26
"scaffold_7:19520261-19520448"	34	19	7	36	32	30	47	72	38	20	42	23	46	45	47
"scaffold_7:19542806-19542920"	26	32	11	17	13	6	33	27	41	10	17	26	55	55	36
"scaffold_7:19553109-19553266"	15	9	7	31	9	6	29	27	9	5	16	7	18	10	25
"scaffold_7:19563578-19563666"	32	10	12	20	10	15	15	28	15	17	21	26	29	28	21
"scaffold_7:19582874-19582965"	20	7	7	24	5	6	17	17	18	9	18	10	27	17	17
"scaffold_7:19600319-19600482"	38	31	10	24	14	25	36	37	40	23	51	39	55	43	49
"scaffold_7:19605601-19605693"	35	18	4	21	11	14	36	30	39	22	30	27	32	24	28
"scaffold_7:19618777-19618903"	31	16	12	13	16	3	23	38	15	9	19	19	19	9	32
"scaffold_7:19620176-19620335"	45	21	5	29	15	17	29	45	30	4	19	22	34	35	37
"scaffold_7:19624578-19624830"	31	20	10	22	20	30	32	22	40	33	34	37	49	45	39
