"wt.1.NC12.opaKD2.23003FL.06.01.18"	"ac.1.NC12.opaKD2.23003FL.06.01.19"	"dsred.1.NC12.opaKD2.23003FL.06.01.20"	"opa.1.NC12.opaKD2.23003FL.06.01.21"	"wt.2.NC12.opaKD5.23003FL.06.01.35"	"ac.2.NC12.opaKD5.23003FL.06.01.36"	"dsred.2.NC12.opaKD5.23003FL.06.01.37"	"dsred.3.NC12.opaKD5.23003FL.06.01.38"	"opa.3.NC12.opaKD5.23003FL.06.01.40"	"opa.5.NC12.opaKD5.23003FL.06.01.42"	"ac.3.NC12.opaKD6.23003FL.06.01.44"	"ac.4.NC12.opaKD6.23003FL.06.01.45"	"opa.6.NC12.opaKD6.23003FL.06.01.46"	"opa.7.NC12.opaKD6.23003FL.06.01.47"	"opa.8.NC12.opaKD6.23003FL.06.01.48"
"scaffold_2:41987330-41987421"	25	8	2	22	15	6	20	23	9	8	8	5	16	18	13
"scaffold_2:42014818-42014985"	54	23	5	20	21	19	53	79	32	9	21	12	26	31	34
"scaffold_2:42020266-42020399"	10	16	3	11	13	0	30	63	15	10	10	2	20	16	13
"scaffold_2:42025573-42025789"	48	19	4	23	11	5	33	52	33	8	17	13	40	36	32
"scaffold_2:42027373-42027641"	59	32	16	26	41	22	68	90	50	12	41	30	51	42	54
"scaffold_2:42033717-42033866"	37	16	3	7	22	12	48	46	41	8	6	18	22	29	27
"scaffold_2:42036629-42036802"	59	36	9	60	37	11	76	47	48	14	27	24	66	73	64
"scaffold_2:42037055-42037147"	62	43	18	72	46	20	49	39	71	42	51	26	92	92	70
"scaffold_2:42041716-42041860"	26	23	6	25	19	13	34	24	36	12	20	15	32	47	48
"scaffold_2:42042137-42042230"	48	23	2	20	15	18	43	30	32	14	24	15	46	83	52
"scaffold_2:42050140-42050216"	21	12	5	15	10	10	17	8	18	11	19	19	21	19	22
"scaffold_2:42051298-42051407"	14	12	5	11	9	9	16	41	17	1	10	13	17	23	15
"scaffold_2:42057659-42057769"	12	12	4	19	10	6	20	50	10	6	17	2	21	21	32
"scaffold_2:42070751-42070851"	47	22	3	13	5	3	10	19	2	6	7	6	18	41	19
"scaffold_2:42084608-42084766"	47	28	12	43	26	15	46	64	37	11	26	16	34	23	33
"scaffold_2:42090404-42090549"	33	16	12	35	20	23	39	42	46	13	21	42	52	30	29
"scaffold_2:42096007-42096202"	52	41	12	35	31	71	55	41	67	42	48	96	83	89	48
"scaffold_2:42097080-42097196"	16	11	6	11	9	2	9	31	13	5	4	5	16	8	5
"scaffold_2:42101451-42101525"	54	28	6	26	35	8	51	42	28	16	18	11	60	34	43
"scaffold_2:42101730-42102123"	321	121	44	225	132	110	209	299	263	149	147	147	294	298	199
"scaffold_2:42102320-42102484"	57	28	15	46	49	8	41	45	62	21	31	8	59	58	92
"scaffold_2:42105406-42105486"	44	14	7	21	31	10	29	76	26	14	13	12	24	39	41
"scaffold_2:42111359-42111909"	169	88	29	134	50	41	148	165	165	61	90	93	225	190	193
"scaffold_2:42119460-42119553"	12	6	6	16	9	3	18	20	4	1	12	2	8	12	12
"scaffold_2:42119738-42119868"	29	10	6	18	16	2	18	44	28	4	16	3	14	20	13
"scaffold_2:42123059-42123164"	11	6	5	12	15	3	16	16	11	2	13	5	5	5	22
"scaffold_2:42128618-42128761"	21	12	2	16	8	6	18	25	8	2	12	7	17	13	13
"scaffold_2:42130254-42130606"	85	27	16	81	56	26	62	93	65	45	47	25	87	68	60
"scaffold_2:42136210-42136452"	182	112	37	135	100	73	134	149	163	96	117	135	215	191	186
"scaffold_2:42147158-42147444"	68	61	12	64	24	35	68	63	101	53	77	42	122	142	71
"scaffold_2:42152590-42152665"	29	11	4	32	14	3	18	25	24	1	3	2	21	14	9
"scaffold_2:42163566-42163641"	3	4	2	12	3	0	10	10	6	5	6	1	10	18	2
"scaffold_2:42175433-42175595"	42	22	6	28	12	15	16	46	27	9	26	17	29	26	29
"scaffold_2:42195242-42195351"	24	12	5	27	8	9	14	32	23	6	15	13	27	20	25
"scaffold_2:42196127-42196222"	31	21	2	11	12	23	22	19	31	20	28	34	37	53	21
"scaffold_2:42197944-42198058"	33	22	10	31	15	40	28	21	52	21	37	37	52	58	28
"scaffold_2:42200453-42200569"	45	25	6	22	21	11	33	40	41	18	21	11	67	39	39
"scaffold_2:42209833-42209960"	30	9	8	12	3	2	13	15	16	1	6	10	14	18	8
"scaffold_2:42217288-42217489"	106	47	15	76	46	46	81	65	111	65	74	68	142	158	65
"scaffold_2:42231784-42231900"	44	30	5	29	32	11	59	81	51	14	35	25	45	49	60
"scaffold_2:42232977-42233095"	40	29	7	24	31	24	36	72	65	22	33	25	34	38	35
"scaffold_2:42233246-42233370"	78	38	8	17	53	14	77	126	59	26	11	20	56	62	51
"scaffold_2:42234466-42234553"	33	4	6	6	17	6	36	42	28	5	8	5	20	18	21
"scaffold_2:42237852-42237933"	46	25	6	31	48	19	62	76	44	6	16	8	32	40	56
"scaffold_2:42242876-42242982"	46	33	6	21	34	11	54	72	52	20	14	15	33	34	38
"scaffold_2:42243115-42243194"	33	16	3	33	28	7	40	46	44	18	23	15	36	28	44
"scaffold_2:42244456-42244644"	82	28	9	42	93	24	123	135	79	51	44	18	75	64	49
"scaffold_2:42246059-42246254"	224	94	30	124	288	87	300	439	241	189	84	45	211	218	147
"scaffold_2:42253484-42253589"	32	18	4	14	12	0	28	36	24	2	6	6	14	20	25
"scaffold_2:42263707-42263910"	39	14	6	18	13	17	37	62	25	16	26	18	32	37	39
"scaffold_2:42280286-42280416"	14	14	6	18	10	13	25	29	13	10	14	11	26	11	25
"scaffold_2:42299818-42299942"	20	10	1	24	8	9	15	27	30	7	15	2	16	16	15
"scaffold_2:42312614-42312765"	31	13	7	32	19	6	37	41	32	14	21	34	36	47	31
"scaffold_2:42340178-42340405"	56	20	8	18	17	7	33	50	11	7	17	10	31	25	29
"scaffold_2:42352164-42352280"	23	13	7	22	13	4	10	35	10	1	12	3	15	6	5
"scaffold_2:42362320-42362417"	29	4	2	17	13	27	20	30	32	15	29	16	42	40	37
"scaffold_2:42365385-42365469"	19	6	5	7	1	9	5	14	15	2	15	2	21	15	12
"scaffold_2:42365612-42365791"	53	19	9	27	25	19	58	40	46	51	21	25	49	60	36
"scaffold_2:42381753-42381917"	44	10	7	30	18	16	30	24	33	16	30	29	31	34	33
"scaffold_2:42392780-42392897"	56	19	9	34	27	20	47	48	62	31	16	34	57	51	56
"scaffold_2:42395247-42395338"	46	11	8	13	20	17	21	26	43	18	32	25	39	31	67
"scaffold_2:42395644-42395890"	126	59	13	52	59	36	108	139	89	45	75	92	153	89	131
"scaffold_2:42397860-42398013"	60	32	5	26	11	9	21	89	47	24	20	28	43	46	63
"scaffold_2:42402533-42402628"	20	7	6	4	7	9	13	34	6	6	15	10	31	22	16
"scaffold_2:42403931-42404035"	32	17	1	18	6	9	37	30	27	11	8	16	31	35	32
"scaffold_2:42405480-42405556"	31	22	3	15	8	7	45	36	36	12	12	21	53	39	39
"scaffold_2:42407036-42407291"	80	58	26	98	33	20	52	38	62	55	42	50	120	121	55
"scaffold_2:42412266-42412350"	14	11	3	13	6	5	23	25	25	1	6	3	13	13	12
"scaffold_2:42420982-42421086"	5	13	7	12	7	9	6	26	8	10	15	6	11	11	17
"scaffold_2:42433066-42433150"	21	9	3	11	9	3	19	16	8	1	8	5	14	4	19
"scaffold_2:42470024-42470127"	24	13	5	15	8	4	28	47	21	11	15	15	36	19	33
"scaffold_2:42500213-42500318"	33	25	9	34	19	25	42	24	34	17	24	19	13	16	38
"scaffold_2:42517789-42517992"	46	48	7	34	16	10	69	78	65	22	20	5	62	78	74
"scaffold_2:42524028-42524189"	20	36	5	40	11	16	55	53	53	12	24	32	52	81	67
"scaffold_2:42526817-42527104"	102	33	19	71	45	15	79	78	66	19	66	30	48	79	56
"scaffold_2:42529641-42529770"	22	42	4	16	11	19	28	57	29	11	20	50	42	32	45
"scaffold_2:42530499-42530617"	28	9	5	17	16	12	24	59	16	4	13	11	21	11	38
"scaffold_2:42541791-42541879"	37	18	8	23	15	12	28	44	35	22	19	7	36	21	26
"scaffold_2:42542161-42542382"	81	43	11	59	44	15	59	83	64	25	31	50	71	61	64
"scaffold_2:42545264-42545355"	27	13	0	8	10	5	30	28	15	5	16	18	16	21	33
"scaffold_2:42545729-42546099"	152	76	10	47	77	41	144	179	110	41	36	65	155	138	123
"scaffold_2:42552460-42552654"	28	19	7	25	16	8	32	45	23	15	20	4	35	38	41
"scaffold_2:42554057-42554380"	74	26	7	31	23	18	50	80	49	8	11	40	38	46	58
"scaffold_2:42571982-42572414"	118	21	7	51	29	11	75	147	35	5	10	7	45	40	32
"scaffold_2:42574612-42574799"	108	39	5	29	45	8	83	92	25	14	6	10	34	33	39
"scaffold_2:42575033-42575114"	32	12	5	7	9	2	22	29	29	4	7	6	15	7	10
"scaffold_2:42578078-42578204"	46	29	6	40	13	7	57	69	32	11	41	22	74	112	52
"scaffold_2:42580668-42580799"	23	14	7	22	20	5	22	29	15	5	12	1	23	24	9
"scaffold_2:42582191-42582268"	13	7	4	5	5	6	14	3	14	14	6	8	19	14	10
"scaffold_2:42587836-42587915"	27	23	6	20	9	6	26	26	34	15	14	23	34	26	26
"scaffold_2:42588081-42588183"	16	6	0	14	10	10	46	49	26	18	4	12	37	56	31
"scaffold_2:42591857-42591932"	13	6	3	13	8	2	5	17	2	3	16	10	7	8	17
"scaffold_2:42612789-42613058"	52	20	8	32	17	7	20	22	25	11	35	37	38	50	44
"scaffold_2:42623251-42623410"	74	33	18	41	29	34	70	41	100	71	116	94	104	105	59
"scaffold_2:42623536-42623891"	193	50	37	110	139	94	160	117	158	120	127	114	134	163	135
"scaffold_2:42624206-42624405"	124	64	8	57	75	43	76	101	103	44	57	120	119	116	131
"scaffold_2:42629334-42629596"	139	60	20	108	69	53	74	94	92	65	121	138	150	141	146
"scaffold_2:42629705-42629847"	101	24	24	52	48	27	50	62	70	38	59	28	50	97	54
"scaffold_2:42632526-42632606"	45	22	7	13	25	9	25	26	25	17	18	31	31	41	34
"scaffold_2:42636318-42636537"	69	26	8	19	32	26	31	90	43	24	23	27	42	55	47
"scaffold_2:42649940-42650068"	18	21	3	20	8	10	13	19	25	5	12	14	31	9	23
"scaffold_2:42652109-42652223"	14	7	4	12	8	3	4	9	8	4	2	3	2	4	13
"scaffold_2:42657876-42657957"	13	11	3	6	3	3	12	23	20	3	7	7	15	10	11
"scaffold_2:42660256-42660425"	59	37	14	48	21	30	47	33	50	52	35	35	74	47	36
"scaffold_2:42660724-42660884"	17	20	5	21	6	8	25	29	16	5	13	7	9	27	26
"scaffold_2:42666212-42666332"	30	17	5	21	8	12	17	32	31	14	12	9	43	45	25
"scaffold_2:42673548-42673622"	7	3	4	8	4	3	23	27	17	0	3	3	10	11	16
"scaffold_2:42685421-42685531"	14	11	8	21	2	6	24	20	24	8	9	5	40	56	22
"scaffold_2:42687762-42688131"	67	53	11	65	13	14	52	57	58	25	23	23	122	150	67
"scaffold_2:42688728-42688926"	61	43	18	51	9	13	45	39	33	13	14	15	74	112	57
"scaffold_2:42831206-42831554"	32	27	8	34	39	20	64	100	62	14	20	26	50	32	95
"scaffold_2:42835253-42835502"	83	46	5	32	66	27	131	72	69	28	30	18	94	116	100
"scaffold_2:42909830-42910275"	148	88	31	94	85	46	151	119	137	91	57	113	201	262	154
"scaffold_2:42933137-42933252"	23	6	13	10	13	6	12	11	15	5	11	5	13	15	6
"scaffold_2:42995699-42995774"	13	2	3	5	4	4	23	15	15	2	3	3	12	17	12
"scaffold_2:42998363-42998593"	69	38	22	61	46	60	82	81	126	98	90	122	130	161	93
"scaffold_2:43025214-43025289"	12	27	1	11	5	4	17	16	18	9	11	8	37	15	24
"scaffold_2:43052753-43052835"	24	18	1	20	9	11	24	38	22	1	7	5	20	26	24
"scaffold_2:43053740-43053903"	21	6	5	19	9	7	47	64	10	14	18	15	28	34	34
"scaffold_2:43056910-43057151"	21	15	6	24	15	4	20	67	24	10	21	5	42	44	33
"scaffold_2:43060527-43060827"	24	22	9	38	7	13	35	56	30	7	14	14	25	31	29
"scaffold_2:43062205-43062459"	23	13	5	19	9	4	40	63	33	25	22	8	20	32	30
"scaffold_2:43062568-43062706"	20	16	9	14	6	9	19	23	22	4	10	8	25	25	30
"scaffold_2:43082286-43082362"	6	4	4	5	5	10	9	13	7	4	17	2	5	8	15
"scaffold_2:43098166-43098250"	21	13	4	19	9	5	20	12	14	16	23	22	14	15	30
"scaffold_2:43129268-43129354"	18	10	6	8	9	0	28	24	19	3	12	13	12	18	28
"scaffold_2:43150557-43150649"	12	7	3	16	13	6	28	30	12	3	9	8	8	9	10
"scaffold_2:43152562-43152653"	17	9	4	12	7	9	10	17	13	8	11	19	29	17	21
"scaffold_2:43157231-43157333"	14	8	1	8	8	10	8	23	4	7	8	6	19	8	21
"scaffold_2:43171925-43172007"	8	5	5	13	4	6	13	20	7	0	5	2	6	9	5
"scaffold_2:43176818-43176989"	19	7	2	18	7	6	8	9	18	10	10	8	10	18	11
"scaffold_2:43179270-43179394"	17	3	11	8	4	9	9	13	9	5	14	8	4	8	9
"scaffold_2:43180952-43181039"	13	16	2	14	7	14	10	13	6	4	10	10	7	7	12
"scaffold_2:43203846-43204072"	28	27	11	32	16	28	23	19	40	23	15	18	41	39	29
"scaffold_2:43209441-43209516"	18	8	4	6	10	1	17	17	7	3	6	8	10	10	10
"scaffold_2:43213704-43213798"	16	10	4	12	9	10	14	11	12	3	10	10	11	6	17
"scaffold_2:43214319-43214451"	47	32	14	25	20	16	35	41	43	24	28	42	62	34	55
"scaffold_2:43222559-43222770"	12	20	7	27	6	7	29	22	13	1	16	15	7	6	26
"scaffold_2:43230254-43230334"	27	6	4	32	6	1	9	33	17	1	9	15	26	26	26
"scaffold_2:43231876-43231991"	19	10	5	16	12	6	20	26	12	0	3	2	16	8	16
"scaffold_2:43232667-43232760"	21	16	7	16	2	5	17	28	10	8	13	18	34	16	20
"scaffold_2:43240208-43240411"	23	14	5	23	14	6	16	43	15	7	21	13	35	38	29
"scaffold_2:43246388-43246981"	215	159	11	131	118	101	299	184	255	125	152	161	353	272	310
"scaffold_2:43278107-43278222"	13	15	7	16	5	1	34	14	33	6	8	6	33	34	23
"scaffold_2:43287250-43287329"	10	15	8	10	7	1	16	6	9	7	9	8	16	8	13
"scaffold_2:43294576-43294699"	10	9	2	12	9	9	18	33	27	3	6	2	34	16	20
"scaffold_2:43318280-43318504"	33	7	13	25	27	5	36	29	22	11	27	18	18	18	26
"scaffold_2:43318811-43318971"	43	19	2	28	17	3	36	16	33	5	28	16	58	20	41
"scaffold_2:43321298-43321581"	170	86	4	55	114	30	187	99	176	49	47	54	181	144	143
"scaffold_2:43323813-43324051"	70	56	15	56	49	50	110	66	112	102	62	47	112	99	82
"scaffold_2:43331961-43332142"	31	15	10	21	14	11	23	18	27	11	18	11	35	38	20
"scaffold_2:43338747-43338845"	30	9	2	10	4	6	11	15	9	1	4	2	22	29	28
"scaffold_2:43346724-43346800"	15	8	4	11	6	5	28	20	19	2	12	9	24	25	20
"scaffold_2:43347100-43347329"	39	22	3	26	23	3	22	32	26	6	20	15	38	35	39
"scaffold_2:43349498-43349623"	32	12	13	22	12	7	38	29	44	19	14	9	50	51	35
"scaffold_2:43392473-43392563"	29	18	4	15	24	8	37	16	24	6	34	13	33	19	26
"scaffold_2:43395509-43395628"	42	15	4	16	14	17	30	18	35	14	11	22	34	28	25
"scaffold_2:43415049-43415163"	29	14	13	21	22	31	44	26	40	34	40	49	52	37	37
"scaffold_2:43415473-43415547"	11	14	2	12	8	9	19	15	15	12	6	8	10	24	15
"scaffold_2:43423382-43423655"	31	20	8	34	9	9	46	37	24	14	19	8	33	24	38
"scaffold_2:43428971-43429098"	22	12	4	21	14	5	15	24	19	10	23	18	12	23	14
"scaffold_2:43434675-43434823"	21	20	7	9	8	6	33	44	20	7	8	12	38	26	33
"scaffold_2:43440099-43440193"	7	10	3	6	12	2	9	15	18	2	7	5	17	15	21
"scaffold_2:43440735-43440824"	13	6	2	12	13	2	19	17	15	4	3	9	30	32	17
"scaffold_2:43476333-43476430"	20	5	5	8	3	2	16	4	15	5	10	3	23	15	10
"scaffold_2:43510271-43510381"	12	15	5	14	7	15	23	19	20	13	15	3	19	21	21
"scaffold_2:43541486-43541562"	11	6	1	12	5	1	12	18	14	4	2	5	9	6	13
"scaffold_2:43541658-43541831"	36	19	6	28	9	17	31	38	19	7	13	12	37	22	43
"scaffold_2:43550741-43551147"	89	98	9	66	44	65	191	236	222	111	46	56	223	236	155
"scaffold_2:43565689-43565952"	50	43	19	42	17	23	63	59	61	19	50	23	67	67	75
"scaffold_2:43574099-43574224"	30	15	12	13	16	7	28	35	48	19	10	9	35	48	30
"scaffold_2:43576541-43576642"	17	14	12	32	13	28	19	27	45	32	42	55	29	53	28
"scaffold_2:43579276-43579359"	18	15	3	14	14	2	8	17	9	3	11	7	20	22	11
"scaffold_2:43581727-43581814"	47	37	10	24	32	31	37	32	44	32	45	43	42	62	37
"scaffold_2:43643944-43644067"	10	3	5	1	2	6	17	11	7	3	5	6	11	6	9
"scaffold_2:43658972-43659054"	4	10	6	8	5	5	20	11	11	8	3	4	9	11	13
"scaffold_2:43726776-43726963"	76	34	18	46	35	56	58	82	65	55	93	79	80	86	47
"scaffold_2:43727929-43728012"	19	10	9	16	20	10	31	11	29	10	21	7	15	14	40
"scaffold_2:43733057-43733184"	16	7	7	11	13	8	20	22	21	9	11	12	26	12	21
"scaffold_2:43758485-43758561"	26	7	1	5	12	1	14	35	11	5	6	2	21	18	7
"scaffold_2:43770793-43771009"	75	32	20	66	23	59	42	72	76	64	95	112	62	80	46
"scaffold_2:43783120-43783477"	89	33	10	57	49	21	130	69	58	26	58	30	98	156	86
"scaffold_2:43798326-43798593"	27	36	7	46	22	20	72	66	48	14	32	17	84	62	48
"scaffold_2:43810193-43810294"	29	10	6	14	2	10	25	19	17	11	12	3	20	14	17
"scaffold_2:43811239-43811473"	42	23	9	50	17	26	65	57	50	7	18	24	68	54	56
"scaffold_2:43840847-43840964"	30	7	2	6	7	5	8	14	15	4	10	5	18	15	23
"scaffold_2:43860317-43860445"	30	13	6	8	16	13	27	33	20	5	19	8	38	35	25
"scaffold_2:43866188-43866299"	35	15	7	20	7	14	30	13	31	13	10	24	35	41	19
"scaffold_2:43868756-43869190"	93	33	6	48	41	19	85	82	38	11	25	41	65	97	74
"scaffold_2:43875197-43875296"	16	5	5	9	14	1	12	7	7	0	8	7	8	11	16
"scaffold_2:43877223-43877317"	22	7	0	16	27	5	23	20	9	9	20	18	11	7	26
"scaffold_2:43882304-43882409"	30	8	4	20	14	7	18	13	18	3	12	12	29	16	28
"scaffold_2:43883845-43884047"	132	60	29	91	71	63	136	83	127	82	111	119	149	165	123
"scaffold_2:43893148-43893335"	48	18	9	22	27	7	28	41	29	7	15	17	12	14	38
"scaffold_2:43895124-43895254"	39	8	4	25	13	10	23	13	9	3	24	19	8	13	24
"scaffold_2:43897505-43897624"	43	16	10	22	10	7	26	24	17	4	18	22	34	17	39
"scaffold_2:43899656-43899766"	39	21	6	18	10	19	38	33	44	12	29	20	49	55	33
"scaffold_2:43903194-43903425"	80	44	13	47	30	34	94	85	72	23	33	27	63	53	70
"scaffold_2:43905823-43905963"	33	15	5	11	21	5	41	14	24	10	11	10	15	7	22
"scaffold_2:43908652-43908817"	63	26	7	37	29	12	54	44	51	21	16	31	40	44	60
"scaffold_2:43909974-43910076"	28	21	3	15	10	6	16	18	18	8	9	5	33	25	33
"scaffold_2:43915351-43915862"	109	38	17	82	52	9	132	30	58	15	55	19	141	170	91
"scaffold_2:43916348-43916711"	75	49	8	45	32	22	62	45	53	19	34	35	90	91	67
"scaffold_2:43916924-43917031"	36	14	5	9	10	6	27	13	31	5	6	7	25	33	36
"scaffold_2:43928788-43928892"	7	3	1	4	4	4	9	4	11	1	2	2	11	8	12
"scaffold_2:43934777-43935068"	20	4	12	32	17	6	31	19	18	9	28	5	15	20	29
"scaffold_2:43962766-43962847"	8	11	4	17	7	3	14	17	17	3	11	4	24	15	21
"scaffold_2:43968835-43968977"	4	1	4	12	10	2	15	6	14	3	4	1	10	3	6
"scaffold_2:43978085-43978175"	13	8	6	12	11	3	26	16	5	6	13	15	11	14	6
"scaffold_2:43992381-43992462"	18	8	8	20	7	3	31	20	13	6	40	5	25	17	24
"scaffold_2:44014778-44014874"	14	6	3	8	3	1	15	8	12	0	12	12	18	25	12
"scaffold_2:44035011-44035178"	51	29	7	33	24	20	48	37	52	7	16	30	78	68	73
"scaffold_2:44039998-44040142"	15	9	8	12	6	2	10	28	9	4	6	8	20	8	12
"scaffold_2:44127699-44127814"	29	17	0	22	9	6	28	26	33	9	4	6	50	35	27
"scaffold_2:44134014-44134167"	11	4	2	11	3	4	22	9	11	2	10	3	13	7	14
"scaffold_2:44166553-44166639"	27	17	9	15	12	11	22	21	18	5	24	10	23	22	22
"scaffold_2:44183830-44183926"	13	6	0	8	9	4	12	20	19	10	7	1	16	15	23
"scaffold_2:44184083-44184179"	42	20	7	24	7	10	33	17	21	7	6	9	29	35	30
"scaffold_2:44192533-44192622"	19	13	1	16	12	3	17	20	10	4	13	3	15	22	15
"scaffold_2:44196036-44196123"	34	11	8	36	12	2	19	8	20	15	10	11	33	16	22
"scaffold_2:44197192-44197293"	27	11	5	23	13	14	31	31	50	30	27	55	47	44	51
"scaffold_2:44199410-44199597"	43	16	7	26	18	10	31	54	24	4	18	29	42	43	43
"scaffold_2:44247091-44247196"	10	7	2	17	10	9	21	20	8	9	4	11	7	10	9
"scaffold_2:44257586-44257693"	6	11	2	8	2	7	11	10	11	4	15	3	14	6	7
"scaffold_2:44258055-44258182"	13	14	0	9	7	10	17	12	17	9	8	14	15	16	10
"scaffold_2:44306775-44306966"	29	17	8	31	22	21	20	55	27	20	46	58	52	49	23
"scaffold_2:44335003-44335110"	24	11	4	16	10	12	16	19	26	17	18	9	23	28	28
"scaffold_2:44362598-44362706"	14	10	7	11	8	9	17	33	20	4	17	14	19	19	27
"scaffold_2:44387825-44387906"	16	10	2	8	8	0	14	19	10	3	9	1	13	21	20
"scaffold_2:44417589-44417708"	27	15	8	21	8	8	27	53	25	5	17	13	21	30	54
"scaffold_2:44435381-44435496"	28	17	2	9	9	7	19	33	16	7	10	13	38	27	39
"scaffold_2:44473256-44473408"	50	30	3	26	24	5	35	73	19	11	12	18	53	53	43
"scaffold_2:44476935-44477117"	46	15	13	58	31	7	30	22	36	18	32	26	31	28	36
"scaffold_2:44477716-44477793"	28	24	7	27	19	15	22	27	43	11	16	27	37	34	39
"scaffold_2:44478102-44478258"	77	56	24	70	52	86	76	94	109	90	129	95	86	102	85
"scaffold_2:44483466-44483708"	91	44	11	92	61	21	76	61	66	24	64	57	105	72	93
"scaffold_2:44484305-44484422"	52	22	10	35	26	26	33	47	34	17	38	38	42	50	49
"scaffold_2:44484709-44485022"	139	77	42	89	57	230	105	114	140	182	262	304	160	172	141
"scaffold_2:44486879-44486958"	19	7	4	11	10	2	22	8	20	7	3	8	20	27	17
"scaffold_2:44510753-44510846"	17	5	5	10	6	5	17	11	28	3	4	3	19	12	17
"scaffold_2:44517365-44517450"	14	6	1	13	7	1	11	12	16	5	12	2	15	18	12
"scaffold_2:44524603-44524693"	23	10	4	22	6	5	22	19	18	7	5	10	26	26	27
"scaffold_2:44534216-44534422"	23	29	14	32	14	14	49	72	39	14	12	22	44	75	40
"scaffold_2:44536441-44536543"	14	14	3	11	8	7	18	26	29	9	13	10	40	41	12
"scaffold_2:44543269-44543479"	54	45	11	48	22	14	42	79	70	27	27	26	84	119	67
"scaffold_2:44637224-44637308"	23	15	0	26	6	5	17	13	25	12	12	9	15	22	16
"scaffold_2:44643837-44643932"	25	10	3	16	5	10	17	21	14	9	2	4	17	13	16
"scaffold_2:44668248-44668414"	32	11	1	17	7	2	31	39	17	7	11	12	31	14	10
"scaffold_2:44680367-44680722"	208	128	66	176	97	251	177	155	303	293	319	310	261	280	188
"scaffold_2:44685574-44685687"	35	11	3	25	13	9	32	68	19	13	14	7	24	21	19
"scaffold_2:44695373-44695459"	32	15	2	23	15	7	26	22	23	8	14	6	21	14	25
"scaffold_2:44719802-44719919"	39	14	1	23	13	13	19	32	24	8	16	12	29	18	31
"scaffold_2:44727848-44727997"	27	19	12	23	15	10	31	61	39	10	35	18	47	38	31
"scaffold_2:44728926-44729063"	54	20	7	14	20	12	34	68	30	16	10	30	40	52	47
"scaffold_2:44734566-44734701"	39	27	4	15	13	17	35	40	30	14	21	11	36	47	46
"scaffold_2:44764256-44764356"	16	8	4	8	6	9	10	22	17	8	5	11	24	18	26
"scaffold_2:44806266-44806418"	29	31	8	36	11	17	83	62	108	33	20	23	77	90	46
"scaffold_2:44809181-44809379"	37	18	6	23	10	9	49	41	55	9	26	20	45	22	38
"scaffold_2:44814076-44814181"	23	22	5	24	13	9	36	38	40	11	18	17	27	13	35
"scaffold_2:44836608-44836742"	33	17	12	19	14	22	20	16	31	17	22	40	48	33	33
"scaffold_2:44845223-44845312"	15	5	3	11	6	2	32	18	17	9	11	6	12	17	16
"scaffold_2:44853554-44853648"	9	6	1	4	5	1	6	9	10	0	1	3	17	10	15
"scaffold_2:44864693-44864787"	20	14	2	11	15	9	17	20	26	11	13	19	32	30	30
"scaffold_2:44865341-44865417"	18	12	6	11	5	5	21	35	18	2	9	2	16	26	26
"scaffold_2:44869382-44869465"	18	19	4	20	13	6	27	42	15	2	10	9	19	13	25
"scaffold_2:44881789-44881911"	20	16	3	11	6	4	20	24	22	17	21	10	33	17	24
"scaffold_2:44899954-44900048"	18	8	2	16	10	6	17	21	15	5	10	6	21	10	22
"scaffold_2:44924152-44924276"	25	9	11	12	11	9	19	22	19	11	19	10	30	16	36
"scaffold_2:44929146-44929251"	10	7	2	23	15	7	28	24	26	6	6	5	21	21	32
"scaffold_2:44935041-44935160"	7	10	2	14	2	7	25	27	20	4	12	10	26	23	10
"scaffold_2:44949440-44949548"	22	15	8	11	10	2	22	26	11	6	13	10	23	18	19
"scaffold_2:44962333-44962460"	20	8	5	16	11	8	21	18	13	10	14	11	11	9	15
"scaffold_2:44969332-44969687"	237	60	20	118	97	46	157	110	179	68	80	83	228	244	154
"scaffold_2:44969991-44970147"	76	30	8	30	37	46	69	56	73	43	43	69	72	97	55
"scaffold_2:44980431-44980517"	22	10	1	9	16	8	10	30	19	1	11	10	6	7	19
"scaffold_2:44981268-44981377"	16	17	5	22	6	21	22	10	21	16	18	26	39	21	12
"scaffold_2:44981524-44981603"	18	9	4	19	15	13	20	17	33	17	29	24	28	27	27
"scaffold_2:45016217-45016343"	22	12	4	27	10	28	6	19	18	21	32	30	24	25	7
"scaffold_2:45024985-45025063"	7	12	1	2	5	1	13	16	3	1	4	8	14	4	15
"scaffold_2:45041499-45041573"	4	11	4	22	4	5	17	14	8	3	9	4	14	9	23
"scaffold_2:45048630-45048718"	8	5	3	9	5	3	5	8	11	4	0	3	11	18	15
"scaffold_2:45049622-45049842"	7	16	6	17	4	5	19	6	10	8	10	1	18	17	14
"scaffold_2:45061701-45061786"	14	11	8	26	9	7	22	13	12	4	16	6	11	8	13
"scaffold_2:45214130-45214238"	24	18	0	10	5	5	2	11	16	3	5	12	18	29	16
"scaffold_2:45260201-45260304"	15	11	5	11	7	9	7	9	17	14	33	22	20	5	18
"scaffold_2:45291272-45291388"	15	9	6	12	11	5	17	7	6	10	8	10	16	14	21
"scaffold_2:45354316-45354485"	14	14	9	11	7	6	20	11	21	1	6	12	32	35	29
"scaffold_2:45354585-45354981"	28	21	6	49	7	25	37	33	46	17	28	46	57	64	34
