"wt.1.NC12.opaKD2.23003FL.09.02.01"	"ac.1.NC12.opaKD2.23003FL.09.02.02"	"dsred.1.NC12.opaKD2.23003FL.09.02.03"	"opa.1.NC12.opaKD2.23003FL.09.02.04"	"wt.2.NC12.opaKD5.23003FL.09.02.20"	"ac.2.NC12.opaKD5.23003FL.09.02.21"	"dsred.2.NC12.opaKD5.23003FL.09.02.22"	"dsred.3.NC12.opaKD5.23003FL.09.02.23"	"opa.3.NC12.opaKD5.23003FL.09.02.24"	"opa.5.NC12.opaKD5.23003FL.09.02.26"	"ac.3.NC12.opaKD6.23003FL.09.02.28"	"ac.4.NC12.opaKD6.23003FL.09.02.29"	"opa.6.NC12.opaKD6.23003FL.09.02.30"	"opa.7.NC12.opaKD6.23003FL.09.02.31"	"opa.8.NC12.opaKD6.23003FL.09.02.32"
"evm.TU.scaffold_1.745"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.746"	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.747"	2	6	15	5	45	6	9	4	6	1	2	0	8	6	9
"evm.TU.scaffold_1.748"	44	80	127	80	760	275	253	212	270	153	34	37	138	127	41
"evm.TU.scaffold_1.749"	38028	26279	23307	25851	11722	17147	20877	23851	40376	44435	52691	53666	58501	45850	41329
"evm.TU.scaffold_1.75"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.750"	2036	2499	2191	2290	771	1443	1265	1491	1708	2202	1902	2873	2370	2190	2966
"evm.TU.scaffold_1.751"	90	53	107	110	5	27	23	20	33	93	27	113	54	86	50
"evm.TU.scaffold_1.752"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.753"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.754"	1	12	2	9	18	8	4	8	14	0	1	9	28	4	2
"evm.TU.scaffold_1.755"	100	146	203	203	775	151	161	137	181	264	123	214	132	118	114
"evm.TU.scaffold_1.756"	138	407	359	267	208	434	431	506	225	278	205	252	176	189	134
"evm.TU.scaffold_1.757"	1952	4709	3467	2978	2364	3894	5079	5251	1158	1845	1912	2435	1641	1738	1541
"evm.TU.scaffold_1.758"	276	419	382	320	639	276	226	452	611	612	536	645	763	389	323
"evm.TU.scaffold_1.759"	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0
"evm.TU.scaffold_1.760"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.761"	103	384	295	287	645	388	546	494	241	402	431	114	471	141	177
"evm.TU.scaffold_1.762"	2473	2974	2790	2813	1306	2196	3001	3803	1175	1214	897	1335	943	2472	2111
"evm.TU.scaffold_1.763"	61	65	83	135	349	78	49	56	203	375	221	205	309	140	145
"evm.TU.scaffold_1.764"	3	6	0	2	40	9	0	0	4	20	0	7	0	13	3
"evm.TU.scaffold_1.765"	30	34	53	55	69	77	63	55	72	57	21	55	31	51	55
"evm.TU.scaffold_1.766"	497	692	566	616	447	638	697	810	605	626	340	613	789	544	516
"evm.TU.scaffold_1.767"	596	813	875	814	1088	736	752	844	719	821	567	927	967	643	553
"evm.TU.scaffold_1.768"	0	0	1	1	3	2	0	3	2	0	0	0	0	0	0
"evm.TU.scaffold_1.769"	62	185	165	187	159	309	455	170	67	45	66	81	49	26	41
"evm.TU.scaffold_1.770"	14	46	18	19	34	26	12	37	0	10	65	37	0	11	4
"evm.TU.scaffold_1.771"	310	306	235	261	200	292	384	641	134	199	169	96	149	264	228
"evm.TU.scaffold_1.772"	0	0	1	7	0	2	2	0	2	11	1	4	3	2	0
"evm.TU.scaffold_1.773"	162	214	185	88	271	253	274	393	268	306	259	91	266	54	115
"evm.TU.scaffold_1.774"	218	447	425	332	770	506	534	733	599	903	748	499	785	439	341
"evm.TU.scaffold_1.775"	2	0	2	0	13	3	0	11	13	0	0	0	2	1	0
"evm.TU.scaffold_1.776"	6	22	40	22	56	41	41	35	48	39	6	24	13	2	27
"evm.TU.scaffold_1.777"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.778"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.779"	6	0	0	3	1	7	8	1	0	35	0	0	0	0	9
"evm.TU.scaffold_1.780"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.783"	260	277	260	388	409	105	135	164	513	502	523	498	658	443	211
"evm.TU.scaffold_1.784"	953	938	743	859	882	692	948	950	654	469	569	395	854	433	446
"evm.TU.scaffold_1.785"	489	398	327	468	370	240	271	353	326	203	260	212	339	249	300
"evm.TU.scaffold_1.786"	162	75	114	150	163	29	22	9	3	24	103	10	86	42	14
"evm.TU.scaffold_1.787"	93	71	109	152	233	85	110	119	89	56	24	22	110	47	19
"evm.TU.scaffold_1.788"	225	230	327	320	268	184	224	261	353	390	259	263	226	219	154
"evm.TU.scaffold_1.789"	554	782	942	762	2354	1026	1199	912	892	836	680	853	840	587	518
"evm.TU.scaffold_1.790"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.791"	395	348	471	474	1360	197	347	223	470	281	496	361	411	368	358
"evm.TU.scaffold_1.792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.793_evm.TU.scaffold_1.794"	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.795"	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.796"	38	10	20	12	35	19	33	30	38	11	52	14	10	4	13
"evm.TU.scaffold_1.797"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.799"	1158	1496	1635	1315	2237	1922	1830	1599	901	815	778	653	779	639	805
"evm.TU.scaffold_1.800"	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
"evm.TU.scaffold_1.801"	5694	5096	5253	5483	4249	4075	4981	5459	6314	5871	4868	5041	6226	4902	5454
"evm.TU.scaffold_1.802"	781	902	1104	1127	1881	589	563	583	1099	1140	1639	1715	1755	981	583
"evm.TU.scaffold_1.803"	3	23	3	0	15	6	19	15	7	2	2	0	0	12	2
"evm.TU.scaffold_1.804"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.805"	140	153	248	173	721	221	217	334	158	373	192	213	286	66	151
"evm.TU.scaffold_1.808"	6	15	16	24	119	32	19	22	13	50	0	0	17	1	3
"evm.TU.scaffold_1.809"	166	278	286	279	435	246	328	343	239	487	244	295	453	316	318
"evm.TU.scaffold_1.81"	0	0	1	0	0	0	0	0	0	0	0	5	39	0	0
"evm.TU.scaffold_1.810"	0	1	5	3	5	6	8	3	0	0	0	1	0	0	9
"evm.TU.scaffold_1.811"	0	0	0	1	8	0	0	2	0	8	0	1	0	0	4
"evm.TU.scaffold_1.812"	245	393	426	468	993	275	326	364	698	727	1027	696	891	606	420
"evm.TU.scaffold_1.813"	8713	6107	4777	5796	3432	5124	7537	9013	8493	8274	4183	6036	7014	9569	6507
"evm.TU.scaffold_1.814"	1396	464	678	925	722	616	577	344	367	284	201	413	181	390	197
"evm.TU.scaffold_1.815"	0	0	2	2	1	1	0	0	0	0	0	0	0	13	0
"evm.TU.scaffold_1.816"	27	30	20	16	17	25	14	40	44	57	29	6	28	19	35
"evm.TU.scaffold_1.817"	5596	6282	3717	4274	1614	3033	2412	3993	5688	5936	4525	4735	6340	7244	4962
"evm.TU.scaffold_1.818"	2	20	4	15	49	8	10	11	4	9	17	0	4	13	2
"evm.TU.scaffold_1.819"	2	10	5	15	56	19	9	8	4	32	23	9	0	0	0
"evm.TU.scaffold_1.820"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.821"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.822"	54	121	113	82	313	218	142	229	151	107	77	53	114	67	55
"evm.TU.scaffold_1.823"	10	12	30	4	6	9	26	23	11	0	0	0	0	32	4
"evm.TU.scaffold_1.824"	15	22	10	6	102	20	4	0	6	2	65	44	32	41	12
"evm.TU.scaffold_1.825"	245	253	331	267	868	234	210	214	338	518	341	365	332	284	231
"evm.TU.scaffold_1.826"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.827"	3	0	2	0	0	1	0	0	4	0	0	4	0	0	0
"evm.TU.scaffold_1.828"	56	35	40	61	106	47	45	70	160	248	131	92	383	89	64
"evm.TU.scaffold_1.830"	65	111	115	64	124	123	213	179	101	162	63	124	52	86	98
"evm.TU.scaffold_1.831"	232	268	320	211	743	318	330	241	315	296	167	232	353	265	164
"evm.TU.scaffold_1.832"	4	7	0	4	4	0	8	2	2	0	0	0	3	30	1
"evm.TU.scaffold_1.833"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_1.834"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4
"evm.TU.scaffold_1.835"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.836"	549	227	250	374	216	270	231	156	128	82	140	191	272	186	258
"evm.TU.scaffold_1.837"	1	19	3	15	5	9	9	8	17	12	25	1	0	28	13
"evm.TU.scaffold_1.838"	913	829	1003	1376	1624	648	742	804	1430	1806	1827	1305	1071	1095	890
"evm.TU.scaffold_1.839"	21	24	17	11	113	38	25	23	28	30	4	7	4	19	18
"evm.TU.scaffold_1.840"	33	124	78	119	105	60	39	104	202	375	142	107	293	191	156
"evm.TU.scaffold_1.841"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.844"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.847"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.848"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.851"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.852"	28	220	23	345	27	13	10	10	0	31	14	16	0	22	4
"evm.TU.scaffold_1.853"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.857"	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.858"	3	3	18	6	3	11	17	9	5	6	0	13	0	0	9
"evm.TU.scaffold_1.861"	221	112	161	141	125	81	191	125	289	167	197	107	127	245	114
"evm.TU.scaffold_1.862"	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.863"	35	34	48	45	39	34	44	42	20	68	32	100	56	56	27
"evm.TU.scaffold_1.864"	119	159	135	183	101	200	299	554	329	312	100	136	261	253	191
"evm.TU.scaffold_1.865"	266	138	197	223	204	120	253	296	335	453	317	322	244	295	186
"evm.TU.scaffold_1.866"	4921	6949	6608	6660	5926	5272	7511	6512	3015	3696	3765	4454	3321	3050	2600
"evm.TU.scaffold_1.867"	341	423	485	558	478	261	319	335	713	889	464	608	443	544	333
"evm.TU.scaffold_1.868"	27	2	26	21	33	6	2	9	39	23	10	32	2	6	12
"evm.TU.scaffold_1.869"	1483	1216	1276	1905	1221	836	1093	1172	2237	1847	1821	1455	1567	1668	1274
"evm.TU.scaffold_1.870"	12	2	13	3	12	10	6	5	4	18	8	0	0	9	0
"evm.TU.scaffold_1.871"	1680	1635	2051	1967	5869	1101	1349	1227	3418	3901	2546	2825	2853	2453	1431
"evm.TU.scaffold_1.872"	32	12	24	50	70	2	12	2	7	1	0	2	0	13	4
"evm.TU.scaffold_1.873"	67	71	150	93	869	142	75	56	23	47	27	27	11	42	31
"evm.TU.scaffold_1.874"	270	364	622	668	716	219	347	359	782	636	728	1296	1036	692	358
"evm.TU.scaffold_1.875"	342	661	881	1035	1692	533	655	750	835	786	730	1377	1033	841	489
"evm.TU.scaffold_1.876"	586	1033	1068	928	2070	1361	1600	1112	494	413	555	693	377	383	376
"evm.TU.scaffold_1.877"	54	53	22	50	14	21	20	39	11	34	6	3	8	2	16
"evm.TU.scaffold_1.878"	0	5	12	1	0	0	4	0	0	0	0	0	0	0	2
"evm.TU.scaffold_1.88"	0	3	1	0	0	3	0	0	1	1	5	1	0	0	2
"evm.TU.scaffold_1.881"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.883"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.885"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.886"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.888"	293	406	569	542	1472	653	633	639	534	530	525	351	505	450	263
"evm.TU.scaffold_1.889"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.890"	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
"evm.TU.scaffold_1.891"	20	1	0	4	0	1	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.892"	65	169	102	274	94	52	63	35	62	114	49	328	139	119	110
"evm.TU.scaffold_1.893"	1	2	7	5	2	1	1	2	6	4	8	3	0	4	2
"evm.TU.scaffold_1.894"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"evm.TU.scaffold_1.895"	2	0	0	0	0	2	0	1	0	0	0	0	0	2	0
"evm.TU.scaffold_1.896"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.897"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.898"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.899"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.9"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.900"	6177	4486	6941	8340	14475	4591	3207	2931	8146	8258	8321	9864	10251	5770	4720
"evm.TU.scaffold_1.901"	13298	11860	10931	13069	8937	8819	10489	10315	9756	12432	10280	10956	12269	9611	7387
"evm.TU.scaffold_1.902"	3	17	25	26	9	6	6	30	22	54	8	21	16	44	7
"evm.TU.scaffold_1.903"	117	109	117	100	548	99	57	56	168	148	210	89	229	143	88
"evm.TU.scaffold_1.904"	167	235	215	337	843	252	249	226	343	275	327	307	266	162	170
"evm.TU.scaffold_1.905"	20	26	49	32	141	48	31	44	26	34	68	51	9	28	32
"evm.TU.scaffold_1.906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.907"	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.909"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.91"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.910"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.911"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.912"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.913"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.914"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.915"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.916"	21	57	17	43	17	41	89	133	41	116	62	20	0	72	25
"evm.TU.scaffold_1.917"	6	13	4	7	4	2	2	1	33	0	0	0	0	0	0
"evm.TU.scaffold_1.918"	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.92"	23	4	2	23	8	23	15	0	1	2	26	0	31	0	0
"evm.TU.scaffold_1.921"	22	63	5	12	92	24	43	4	39	18	11	55	0	0	2
"evm.TU.scaffold_1.922"	120	74	129	156	280	143	71	114	110	229	148	237	199	129	94
"evm.TU.scaffold_1.923"	5293	3045	2931	3497	1520	2103	2852	2843	7359	8579	9503	8004	10813	7862	5379
"evm.TU.scaffold_1.924"	670	1109	1155	1104	2754	1238	1034	1080	666	720	680	811	1023	515	553
"evm.TU.scaffold_1.925"	1549	2150	1981	1718	1543	1764	1807	2169	2237	2329	1942	2187	2729	1544	1632
"evm.TU.scaffold_1.926"	7	2	0	0	0	0	0	3	0	0	0	0	0	0	0
"evm.TU.scaffold_1.927"	72	59	94	62	125	61	85	119	126	208	7	141	98	71	64
"evm.TU.scaffold_1.928"	2232	2039	2211	1741	1792	1958	2456	2679	2081	2181	1452	1573	1816	1722	1487
"evm.TU.scaffold_1.930"	630	827	613	511	740	1120	1697	2155	701	940	422	566	880	380	646
"evm.TU.scaffold_1.931_evm.TU.scaffold_1.932"	6	0	0	0	0	0	0	3	0	14	0	0	0	0	0
"evm.TU.scaffold_1.933"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.934"	49	71	138	95	529	109	96	142	164	248	154	72	97	289	76
"evm.TU.scaffold_1.935"	72	74	77	91	185	155	118	128	143	49	99	65	106	69	40
"evm.TU.scaffold_1.936"	92	131	188	126	378	239	257	211	46	143	93	114	135	60	97
"evm.TU.scaffold_1.937"	1938	1333	1416	1616	1675	959	1316	1362	2196	1943	1721	1650	1873	2122	1452
"evm.TU.scaffold_1.938"	511	313	284	294	275	249	391	460	680	619	316	308	482	635	518
"evm.TU.scaffold_1.939"	109	105	112	94	67	129	158	170	124	140	144	118	117	76	97
"evm.TU.scaffold_1.94"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.940"	1363	1320	1209	1303	1168	1512	2033	1981	1334	1036	666	1173	953	725	1066
"evm.TU.scaffold_1.941_evm.TU.scaffold_1.942"	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.943"	8	1	0	2	0	0	0	0	4	0	0	0	0	0	0
"evm.TU.scaffold_1.944"	114	248	208	258	379	270	296	308	280	309	278	198	435	117	175
"evm.TU.scaffold_1.945"	46	111	167	164	250	152	126	232	159	262	118	67	250	188	118
"evm.TU.scaffold_1.946"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.947"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.948"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.949_evm.TU.scaffold_1.950"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.951"	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0
"evm.TU.scaffold_1.953"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.959"	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_1.96"	2	0	3	3	1	0	2	0	0	0	0	0	0	0	2
"evm.TU.scaffold_1.960"	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.961"	474	435	511	566	1678	395	393	380	435	444	295	445	414	384	402
"evm.TU.scaffold_1.962"	212	205	181	264	271	91	92	193	350	211	340	117	204	219	138
"evm.TU.scaffold_1.963"	130	70	103	111	265	72	99	104	164	130	194	211	96	100	60
"evm.TU.scaffold_1.964"	20	32	37	48	260	48	35	19	38	7	34	0	31	6	19
"evm.TU.scaffold_1.965"	2	1	0	0	0	11	1	2	7	9	0	9	10	0	6
"evm.TU.scaffold_1.966"	13	25	31	36	151	34	24	38	60	107	39	71	54	17	42
"evm.TU.scaffold_1.967"	146	131	142	149	505	152	142	212	207	211	247	301	270	200	94
"evm.TU.scaffold_1.968"	120	118	136	65	329	171	241	360	94	49	3	49	102	54	67
"evm.TU.scaffold_1.969"	107	125	105	152	240	138	169	141	67	128	87	115	189	108	29
"evm.TU.scaffold_1.970"	116	481	368	252	341	446	591	631	73	189	196	174	191	82	128
"evm.TU.scaffold_1.971"	0	2	0	0	6	0	8	1	0	0	0	0	0	0	0
"evm.TU.scaffold_1.972"	362	597	605	410	544	717	775	939	194	273	241	193	349	234	369
"evm.TU.scaffold_1.973"	38	54	63	59	165	69	59	53	86	61	48	26	74	152	61
"evm.TU.scaffold_1.975"	5	0	2	4	6	0	1	0	8	0	0	0	0	5	0
"evm.TU.scaffold_1.976"	3	13	3	13	2	0	4	4	0	0	0	0	0	0	9
"evm.TU.scaffold_1.977"	28	76	73	64	278	81	98	93	96	102	83	95	223	52	52
"evm.TU.scaffold_1.978"	2	0	1	2	0	0	1	2	0	0	0	0	0	0	3
"evm.TU.scaffold_1.979"	14	2	2	2	13	4	0	6	0	1	4	1	0	0	3
"evm.TU.scaffold_1.981"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.982"	61	45	58	62	69	56	72	66	78	36	49	45	54	12	36
"evm.TU.scaffold_1.983"	262	208	330	358	494	186	164	211	559	389	416	626	278	243	290
"evm.TU.scaffold_1.985"	704	777	511	620	343	512	936	1349	786	714	433	479	538	1340	806
"evm.TU.scaffold_1.986"	58	63	89	104	257	40	63	46	78	82	51	97	99	71	35
"evm.TU.scaffold_1.987"	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.988"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.989"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.990"	1095	1031	898	1180	598	768	1069	1204	1950	1827	1071	1076	1440	1326	1014
"evm.TU.scaffold_1.991"	15904	11991	9454	11029	6354	9469	15113	16133	12736	10463	6944	8847	10632	11123	12433
"evm.TU.scaffold_1.992"	260	448	585	737	273	222	268	253	574	763	525	648	523	645	330
"evm.TU.scaffold_1.993"	238	408	504	388	602	247	332	503	499	717	575	274	330	390	293
"evm.TU.scaffold_1.994"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.995"	61	96	109	125	572	80	90	89	76	231	125	107	548	213	75
"evm.TU.scaffold_1.996"	393	1486	1039	773	1540	1234	1313	1598	495	792	345	513	657	523	577
"evm.TU.scaffold_1.997"	373	777	598	669	1413	578	540	498	427	598	429	669	607	358	330
"evm.TU.scaffold_1.998"	30251	22480	20723	20360	16817	17723	23560	24344	19283	15720	13157	17376	14908	21290	24878
"evm.TU.scaffold_1.999"	2384	1594	2000	2796	4917	1990	1860	1643	2611	3047	2616	2606	2355	1938	1678
"evm.TU.scaffold_103.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_11.15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_11.16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_11.18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_11.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_11.25"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_11.26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_11.38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_111.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_112.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_112.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_114.5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_114.7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_114.8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_118.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_127.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_128.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_128.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_128.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_129.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_129.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_129.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.16"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.29_evm.TU.scaffold_13.30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.44"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.45"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.58"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.66"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.71"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.72"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_13.74"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_136.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_136.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_140.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_154.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_162.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_168.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_168.5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_184.4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_184.6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_189.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
