"wt.1.NC12.opaKD2.23003FL.09.02.01"	"ac.1.NC12.opaKD2.23003FL.09.02.02"	"dsred.1.NC12.opaKD2.23003FL.09.02.03"	"opa.1.NC12.opaKD2.23003FL.09.02.04"	"wt.2.NC12.opaKD5.23003FL.09.02.20"	"ac.2.NC12.opaKD5.23003FL.09.02.21"	"dsred.2.NC12.opaKD5.23003FL.09.02.22"	"dsred.3.NC12.opaKD5.23003FL.09.02.23"	"opa.3.NC12.opaKD5.23003FL.09.02.24"	"opa.5.NC12.opaKD5.23003FL.09.02.26"	"ac.3.NC12.opaKD6.23003FL.09.02.28"	"ac.4.NC12.opaKD6.23003FL.09.02.29"	"opa.6.NC12.opaKD6.23003FL.09.02.30"	"opa.7.NC12.opaKD6.23003FL.09.02.31"	"opa.8.NC12.opaKD6.23003FL.09.02.32"
"evm.TU.scaffold_5.1881"	687	618	601	556	651	560	694	940	531	549	355	267	230	420	486
"evm.TU.scaffold_5.1882_evm.TU.scaffold_5.1883_evm.TU.scaffold_5.1884"	573	1258	1350	1149	1943	1520	1673	1211	335	710	428	771	703	320	361
"evm.TU.scaffold_5.1885"	660	878	807	1508	2537	515	475	458	947	1158	2092	1872	1660	804	464
"evm.TU.scaffold_5.1886"	13	19	40	61	44	12	16	14	53	85	12	123	48	37	12
"evm.TU.scaffold_5.1887"	198	536	515	428	1001	458	510	425	355	351	364	360	574	385	212
"evm.TU.scaffold_5.1888"	44	24	30	34	16	31	28	58	12	13	0	22	24	33	21
"evm.TU.scaffold_5.1889"	12	38	31	12	27	38	32	68	13	6	0	0	4	0	13
"evm.TU.scaffold_5.189"	287	350	567	553	1638	339	257	260	306	444	347	564	360	150	192
"evm.TU.scaffold_5.1890"	116	224	325	216	1302	245	147	255	339	278	393	443	169	140	147
"evm.TU.scaffold_5.1891"	41	60	28	44	12	35	70	315	138	177	19	49	47	68	121
"evm.TU.scaffold_5.1892"	555	577	678	721	824	369	373	479	958	689	478	567	621	692	435
"evm.TU.scaffold_5.1893"	1817	1211	1216	1340	3689	1279	1467	1594	1149	1289	812	777	1007	1269	1295
"evm.TU.scaffold_5.1894"	1226	1577	2218	1763	8933	2019	1695	1308	1496	1616	1835	2163	1870	1109	942
"evm.TU.scaffold_5.1895"	5345	13277	12019	9431	9671	13357	15084	11593	3814	4145	5942	9184	6046	3200	4141
"evm.TU.scaffold_5.1896"	199	252	243	221	534	207	187	207	163	244	119	151	90	174	122
"evm.TU.scaffold_5.1897"	239	408	360	252	672	406	336	467	313	484	513	200	460	156	242
"evm.TU.scaffold_5.1898"	0	8	9	0	0	0	1	5	0	0	7	0	0	0	1
"evm.TU.scaffold_5.1899"	143	121	115	172	394	92	55	106	161	140	196	244	202	179	85
"evm.TU.scaffold_5.19"	0	0	1	0	4	1	2	0	0	0	0	0	0	0	1
"evm.TU.scaffold_5.190"	1202	1410	1522	1614	4101	1424	1278	902	1379	1662	1741	2272	2845	1375	969
"evm.TU.scaffold_5.1900"	754	1595	1089	986	644	1204	1893	2666	877	775	442	933	1222	791	1175
"evm.TU.scaffold_5.1901"	756	1408	1407	1145	5283	1592	1614	1873	2065	3517	2504	2421	2484	1221	1139
"evm.TU.scaffold_5.1902"	77	130	90	119	261	90	68	119	91	117	171	214	235	81	84
"evm.TU.scaffold_5.1903"	0	0	6	1	1	0	0	0	2	0	0	0	0	0	0
"evm.TU.scaffold_5.1904"	0	0	23	9	0	15	0	14	7	13	17	0	0	31	0
"evm.TU.scaffold_5.1905"	82	92	101	86	122	97	78	131	74	174	29	49	140	56	75
"evm.TU.scaffold_5.1906"	38	53	95	61	98	94	62	122	76	166	65	65	146	35	46
"evm.TU.scaffold_5.1907"	117	663	504	295	455	677	793	1037	145	342	271	545	539	187	241
"evm.TU.scaffold_5.1908"	547	842	621	463	345	654	1308	1833	797	768	507	357	487	671	792
"evm.TU.scaffold_5.1909"	18728	19768	17173	16783	12437	16286	19596	18490	18656	28477	24722	28078	31308	15575	12218
"evm.TU.scaffold_5.191"	0	0	1	0	3	1	5	0	5	16	0	0	0	0	0
"evm.TU.scaffold_5.1910"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1911"	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1912"	136	225	165	220	458	170	225	240	200	301	236	176	153	102	84
"evm.TU.scaffold_5.1913"	2661	2623	1997	2558	1225	2039	2715	3965	3600	4006	2421	2461	2994	2493	3018
"evm.TU.scaffold_5.1914"	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0
"evm.TU.scaffold_5.1915"	6	0	1	2	5	0	4	0	1	0	5	0	3	0	0
"evm.TU.scaffold_5.1916"	659	1383	1345	1265	1062	1330	1564	1313	343	645	710	710	403	619	390
"evm.TU.scaffold_5.1917"	33	100	85	53	107	92	126	178	66	88	81	51	119	18	33
"evm.TU.scaffold_5.1918"	415	296	400	293	1240	301	341	534	755	1034	785	317	728	571	356
"evm.TU.scaffold_5.1919"	2	0	0	0	0	0	0	0	0	0	0	13	0	8	0
"evm.TU.scaffold_5.192"	15	41	19	19	11	2	18	4	4	9	6	25	29	11	13
"evm.TU.scaffold_5.1920"	246	289	332	287	698	290	375	341	296	308	171	161	301	321	235
"evm.TU.scaffold_5.1921"	154	155	119	147	171	214	293	323	197	169	149	65	213	98	166
"evm.TU.scaffold_5.1922"	30	14	6	21	44	38	42	22	33	38	7	4	15	16	5
"evm.TU.scaffold_5.1923"	2463	4137	3833	3093	4786	4972	5174	5163	2684	3204	2427	2466	2515	1829	1667
"evm.TU.scaffold_5.1924"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1925"	0	5	5	0	5	0	0	0	0	0	0	0	0	14	3
"evm.TU.scaffold_5.1926"	6	13	17	6	26	9	2	8	51	27	19	4	26	9	3
"evm.TU.scaffold_5.1927"	221	177	227	180	380	138	137	227	240	177	32	147	188	106	98
"evm.TU.scaffold_5.1928"	189	416	423	358	497	320	389	555	151	190	159	86	75	155	158
"evm.TU.scaffold_5.1929"	0	1	0	7	0	2	0	0	0	0	0	0	0	0	1
"evm.TU.scaffold_5.193"	34	113	72	44	130	49	34	105	55	133	1	64	43	80	16
"evm.TU.scaffold_5.1930"	565	447	387	629	269	211	313	381	691	526	341	367	595	592	469
"evm.TU.scaffold_5.1932"	0	0	0	0	1	0	0	1	0	0	0	18	0	0	0
"evm.TU.scaffold_5.1933"	4441	2851	3217	3636	3498	2106	3132	2870	3742	2740	2691	2651	2566	2679	2742
"evm.TU.scaffold_5.1934"	8	32	29	60	110	44	46	56	46	68	21	66	22	29	23
"evm.TU.scaffold_5.1935"	34	171	105	56	116	161	211	240	86	66	73	58	47	53	32
"evm.TU.scaffold_5.1936"	2823	4393	3533	2728	2061	4380	5881	6334	3596	3156	2356	3086	1911	3213	4087
"evm.TU.scaffold_5.1937"	1378	2001	1223	1338	506	1263	1654	1851	885	860	483	784	599	1020	1352
"evm.TU.scaffold_5.1938"	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1939"	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.194"	17	93	64	56	260	93	48	95	10	53	2	47	39	24	17
"evm.TU.scaffold_5.1940"	0	1	0	15	2	6	0	2	0	0	0	0	1	0	0
"evm.TU.scaffold_5.1941"	4533	6025	6791	6148	9327	6493	6674	5067	4308	5192	3265	6637	4590	3376	2479
"evm.TU.scaffold_5.1942"	4164	5984	6780	6277	9306	6656	6363	4867	3804	4871	3208	6418	4235	3214	2292
"evm.TU.scaffold_5.1943"	1	9	16	0	0	3	0	10	0	0	0	10	0	0	0
"evm.TU.scaffold_5.1944"	265	217	282	432	1240	243	119	84	204	199	231	368	214	73	161
"evm.TU.scaffold_5.1945"	0	2	2	0	0	1	0	0	2	1	29	1	0	0	0
"evm.TU.scaffold_5.1948"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1949"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.195"	7503	14593	11664	11061	10812	14223	16091	14295	5203	5938	7811	12047	9038	5740	5792
"evm.TU.scaffold_5.1950"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1951"	0	0	0	1	0	0	0	1	0	0	0	15	0	0	0
"evm.TU.scaffold_5.1952"	45	21	46	77	53	6	12	4	13	4	59	32	10	15	7
"evm.TU.scaffold_5.1953"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1956"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1958"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1959"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.196"	213	370	429	359	421	381	399	348	265	273	323	234	213	215	219
"evm.TU.scaffold_5.1961"	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"evm.TU.scaffold_5.1963"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1966"	327	366	412	421	732	333	359	401	366	371	481	350	581	309	247
"evm.TU.scaffold_5.1967"	0	42	2	8	0	0	2	0	6	0	0	0	0	28	3
"evm.TU.scaffold_5.1968"	30	30	15	38	59	67	81	80	10	6	27	2	0	3	9
"evm.TU.scaffold_5.1969"	0	1	1	1	0	5	6	5	18	0	0	7	0	0	2
"evm.TU.scaffold_5.197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1970"	164	202	347	342	683	123	169	214	427	521	356	481	509	385	253
"evm.TU.scaffold_5.1971"	71	74	76	128	50	32	68	73	248	314	172	152	313	174	130
"evm.TU.scaffold_5.1972"	5	8	0	0	0	0	3	4	0	23	15	0	0	0	0
"evm.TU.scaffold_5.1973"	48	361	247	112	274	245	314	244	160	103	87	122	266	50	100
"evm.TU.scaffold_5.1974"	41	60	118	49	199	101	119	114	90	119	21	53	90	59	73
"evm.TU.scaffold_5.1975"	313	717	547	484	396	579	926	1126	178	335	269	211	258	269	363
"evm.TU.scaffold_5.1976"	373	731	778	790	1273	964	1089	1134	530	646	552	326	541	585	463
"evm.TU.scaffold_5.1977"	45	33	35	16	74	23	15	48	57	117	157	55	16	44	16
"evm.TU.scaffold_5.1978"	30	12	31	31	11	33	54	24	31	0	0	0	0	55	9
"evm.TU.scaffold_5.1979"	217	163	270	229	999	169	200	272	317	360	242	344	257	251	190
"evm.TU.scaffold_5.1980"	61	50	101	164	382	117	70	158	194	291	192	65	137	123	123
"evm.TU.scaffold_5.1981"	11	60	53	42	100	46	25	36	59	62	22	53	19	63	47
"evm.TU.scaffold_5.1982"	5	14	40	47	71	6	32	10	57	79	3	20	40	2	6
"evm.TU.scaffold_5.1983"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1984"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1986"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.199"	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1990"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.1993"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2003"	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
"evm.TU.scaffold_5.2004"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2005"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2006"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2007"	0	26	0	20	10	4	0	1	0	0	0	0	0	0	1
"evm.TU.scaffold_5.2008"	202	422	182	412	168	409	442	356	218	226	22	63	7	48	102
"evm.TU.scaffold_5.2009"	5	23	9	4	26	15	6	5	40	21	4	13	12	5	4
"evm.TU.scaffold_5.2010"	0	8	1	3	0	0	0	0	7	0	0	0	0	4	0
"evm.TU.scaffold_5.2011"	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2012"	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2013_evm.TU.scaffold_5.2014"	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2015"	3625	5407	4261	3695	3822	5958	7983	10296	3334	3716	2844	2617	3752	3419	3646
"evm.TU.scaffold_5.2016"	2814	4536	3645	2783	2390	5373	6901	8992	2320	2931	2099	1649	2850	2477	2856
"evm.TU.scaffold_5.2017"	14	62	41	28	30	56	106	77	17	26	40	15	45	31	35
"evm.TU.scaffold_5.2018"	58	103	70	109	96	143	114	104	62	81	80	17	33	49	42
"evm.TU.scaffold_5.2019"	419	449	440	456	731	355	375	451	464	519	269	434	327	300	182
"evm.TU.scaffold_5.202"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2020"	312	474	375	316	385	421	523	470	222	235	184	111	93	160	215
"evm.TU.scaffold_5.2021"	1564	2487	1616	1832	704	1341	1934	2540	980	775	742	894	437	1207	1509
"evm.TU.scaffold_5.2022"	716	883	794	1028	912	472	657	749	1237	1348	1266	1290	1235	878	823
"evm.TU.scaffold_5.2023"	393	959	987	758	1083	811	783	808	742	1609	1482	1316	1376	690	729
"evm.TU.scaffold_5.2024"	0	0	2	0	1	2	7	5	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2025"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2026"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2027"	27	33	15	8	1	12	7	14	25	8	0	0	30	30	35
"evm.TU.scaffold_5.203"	13	15	36	27	46	12	25	17	60	57	13	26	114	4	20
"evm.TU.scaffold_5.2035"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2037"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2039"	0	1	0	0	6	0	1	1	0	0	0	0	0	0	0
"evm.TU.scaffold_5.204"	16	5	2	11	7	9	14	5	29	29	1	9	1	4	9
"evm.TU.scaffold_5.2040"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2042"	1	3	5	9	5	2	3	0	6	6	3	4	12	12	0
"evm.TU.scaffold_5.2043"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2044"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2045"	266	395	504	541	416	220	292	304	516	652	323	474	295	444	333
"evm.TU.scaffold_5.2046"	2500	2027	3133	3942	2410	1570	1865	1700	3259	2949	2301	2274	2453	1796	1758
"evm.TU.scaffold_5.2047"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2048"	541	510	422	381	217	367	556	678	382	200	97	181	379	363	409
"evm.TU.scaffold_5.2049"	5119	5910	5451	4922	5218	6281	7558	8618	2906	2619	2044	3309	3195	2421	3198
"evm.TU.scaffold_5.205"	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
"evm.TU.scaffold_5.2050"	7815	8561	8178	8285	9383	9357	11006	10417	4219	3422	3087	5080	2766	3440	4356
"evm.TU.scaffold_5.2051"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2052"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2053"	5	1	1	3	2	3	5	0	10	0	1	2	0	3	3
"evm.TU.scaffold_5.2054"	81	51	61	56	123	63	131	94	97	101	0	83	145	119	40
"evm.TU.scaffold_5.2055"	139	188	171	174	610	214	285	285	156	307	43	245	160	183	132
"evm.TU.scaffold_5.2056"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2059"	4	4	8	6	1	2	4	3	10	10	7	6	6	10	6
"evm.TU.scaffold_5.206"	28	27	24	25	12	15	16	13	2	42	10	10	1	28	15
"evm.TU.scaffold_5.2060"	83	123	174	199	271	69	129	120	112	132	263	324	278	101	95
"evm.TU.scaffold_5.2061"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2069"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.207"	40	8	28	14	17	14	7	20	15	46	13	3	6	23	4
"evm.TU.scaffold_5.2070"	0	0	3	0	5	2	0	4	3	0	0	0	0	0	0
"evm.TU.scaffold_5.2071"	64	68	31	31	62	39	55	60	84	40	2	36	6	12	18
"evm.TU.scaffold_5.2072"	349	403	594	673	809	310	377	341	759	812	640	697	462	706	460
"evm.TU.scaffold_5.2073"	25	18	9	13	52	14	13	12	15	23	54	2	24	34	25
"evm.TU.scaffold_5.2075"	541	730	807	736	1652	746	618	792	1283	1384	1180	1245	1221	1117	633
"evm.TU.scaffold_5.2076"	203	502	476	375	1241	569	678	569	718	1051	387	636	1069	642	362
"evm.TU.scaffold_5.2077"	1708	2147	1550	1929	1302	1643	2608	2132	1002	730	1122	1064	1165	1298	1123
"evm.TU.scaffold_5.2078"	955	1125	877	1008	731	864	1375	1323	739	784	642	671	946	764	699
"evm.TU.scaffold_5.2079"	1	9	2	3	6	3	3	6	2	0	3	5	2	4	5
"evm.TU.scaffold_5.208"	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2080"	342	444	677	721	514	329	398	395	628	689	595	724	610	438	374
"evm.TU.scaffold_5.2081"	547	725	526	318	637	600	822	1290	1463	1784	847	781	946	882	954
"evm.TU.scaffold_5.2082"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2083"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2084"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2086"	0	13	17	8	7	4	1	14	2	0	24	0	0	11	9
"evm.TU.scaffold_5.2087"	25	123	144	117	294	202	225	191	59	33	10	45	123	39	37
"evm.TU.scaffold_5.2088"	1970	2075	1900	2258	5464	1818	2101	2746	3678	3432	3241	2794	2634	2553	2105
"evm.TU.scaffold_5.2089"	0	8	2	20	15	7	13	2	6	11	11	25	18	12	1
"evm.TU.scaffold_5.209"	258	314	296	195	645	365	420	500	821	1237	585	434	784	344	409
"evm.TU.scaffold_5.2090"	139	86	107	168	434	79	131	133	210	326	169	137	274	181	114
"evm.TU.scaffold_5.2092"	605	135	169	322	402	263	139	65	127	318	325	123	341	149	52
"evm.TU.scaffold_5.2093"	62	114	156	108	133	66	62	68	141	290	124	148	315	182	44
"evm.TU.scaffold_5.2094"	85	85	81	52	119	106	85	90	181	141	43	76	249	226	88
"evm.TU.scaffold_5.2096"	42	68	42	85	194	62	39	58	50	30	55	79	155	60	20
"evm.TU.scaffold_5.2097"	534	393	502	538	1547	334	361	308	625	643	399	453	814	526	279
"evm.TU.scaffold_5.2098"	388	249	385	427	555	204	233	220	451	444	290	342	663	478	212
"evm.TU.scaffold_5.2099"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.21"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.210"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2100"	26	53	40	31	4	7	2	4	0	1	0	19	4	8	4
"evm.TU.scaffold_5.2101"	469	628	804	679	2643	635	423	587	995	954	1197	1304	528	537	695
"evm.TU.scaffold_5.2102"	13830	7794	7026	7717	3724	5405	7032	8303	19839	21713	22448	19142	27578	18018	16288
"evm.TU.scaffold_5.2103"	133	235	201	287	184	257	374	420	96	210	61	117	78	140	103
"evm.TU.scaffold_5.2104"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2105"	0	10	0	3	0	3	0	0	5	0	0	1	0	0	2
"evm.TU.scaffold_5.2106"	132	150	279	187	943	126	155	190	323	291	362	171	538	196	244
"evm.TU.scaffold_5.2107"	166	582	578	425	343	533	669	814	214	263	352	396	153	150	213
"evm.TU.scaffold_5.211"	34	132	97	157	251	112	90	149	241	426	208	187	159	126	102
"evm.TU.scaffold_5.2111"	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2112"	1164	1086	1294	1175	2685	947	1078	1249	2564	2353	2066	1446	1875	1878	1686
"evm.TU.scaffold_5.2113"	919	1604	1945	1435	2122	1680	1272	1172	725	925	1310	1923	1479	787	860
"evm.TU.scaffold_5.2114"	137	165	135	116	61	168	192	206	99	107	51	33	62	100	169
"evm.TU.scaffold_5.2115"	203	187	181	204	165	172	231	275	160	153	61	247	115	228	172
"evm.TU.scaffold_5.2116"	5	0	2	2	0	0	4	9	7	0	0	0	0	0	5
"evm.TU.scaffold_5.2117"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.212"	0	5	19	0	1	4	4	12	0	0	0	0	0	0	4
"evm.TU.scaffold_5.2120"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2121"	290	491	566	420	1301	500	511	415	344	324	216	491	349	229	191
"evm.TU.scaffold_5.2122"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2123"	831	454	670	920	1738	668	555	471	860	565	403	732	643	785	446
"evm.TU.scaffold_5.2124"	1072	617	888	1119	2048	867	733	666	1254	712	747	994	764	886	621
"evm.TU.scaffold_5.2125"	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2126"	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2128"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.213"	9	55	44	56	111	12	29	39	98	109	74	3	97	60	7
"evm.TU.scaffold_5.2131"	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
"evm.TU.scaffold_5.2132"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2133"	0	0	0	4	0	1	2	0	0	0	0	0	0	0	21
"evm.TU.scaffold_5.2134"	6	17	23	10	70	19	10	13	13	30	0	0	3	17	6
"evm.TU.scaffold_5.2135"	0	3	4	7	3	1	0	1	0	2	0	0	0	18	0
"evm.TU.scaffold_5.2136"	0	18	2	6	7	3	2	2	0	7	0	0	0	0	0
"evm.TU.scaffold_5.2137"	0	5	11	0	14	1	8	2	2	0	0	0	0	0	1
"evm.TU.scaffold_5.2138"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2139"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.214"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2140"	67	60	99	111	78	78	63	77	42	122	258	121	185	141	24
"evm.TU.scaffold_5.2141"	1022	1140	887	1139	1769	1029	1084	1410	840	878	451	462	732	905	628
"evm.TU.scaffold_5.2142"	190	247	328	185	387	307	475	483	231	387	250	277	180	116	163
"evm.TU.scaffold_5.2143"	855	1003	1267	1237	2860	1113	1487	1278	1368	1612	1521	1850	1418	991	761
"evm.TU.scaffold_5.2145"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2146"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2147"	168	256	417	338	246	128	166	187	344	377	233	306	207	164	163
"evm.TU.scaffold_5.2148"	45	43	26	68	19	34	49	46	73	46	38	65	50	39	37
"evm.TU.scaffold_5.2149"	689	548	581	636	259	412	363	575	270	292	75	351	732	620	469
"evm.TU.scaffold_5.215"	27	56	39	65	103	113	57	175	80	143	32	29	17	138	71
"evm.TU.scaffold_5.2151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2152"	0	5	1	0	0	0	0	0	0	0	3	0	0	0	0
"evm.TU.scaffold_5.2153"	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
"evm.TU.scaffold_5.2154"	629	308	326	528	551	542	437	395	307	312	386	223	275	344	231
"evm.TU.scaffold_5.2155"	0	1	0	0	0	0	2	6	7	0	0	0	23	0	0
"evm.TU.scaffold_5.2156"	0	2	0	0	0	3	0	4	0	1	1	2	0	2	1
"evm.TU.scaffold_5.2157"	1422	2010	2098	2033	3644	2147	2514	1812	1942	2178	2619	2580	1914	1174	1075
"evm.TU.scaffold_5.2158_evm.TU.scaffold_5.2159"	50	61	97	35	177	113	90	143	46	74	106	96	176	34	42
"evm.TU.scaffold_5.216"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2160"	290	1224	905	693	543	923	1344	1715	267	468	355	407	351	326	417
"evm.TU.scaffold_5.2161"	135	201	159	133	825	215	272	232	394	427	290	175	464	230	173
"evm.TU.scaffold_5.2162"	91	93	157	172	202	69	81	82	256	238	166	196	262	241	154
"evm.TU.scaffold_5.2163"	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2164"	316	340	376	336	1742	327	346	248	247	240	100	126	283	190	105
"evm.TU.scaffold_5.2165"	504	747	765	647	1664	766	778	1092	754	1398	1145	763	1043	682	469
"evm.TU.scaffold_5.2166"	814	441	415	423	722	446	641	909	1740	1778	1100	906	1487	789	1041
"evm.TU.scaffold_5.2167"	2371	2400	2183	1733	1231	2503	2911	3762	2143	1576	963	1719	1082	2124	3041
"evm.TU.scaffold_5.2168"	2314	2458	2184	1760	1432	2533	2875	3621	2256	1584	972	1681	1288	2218	3012
"evm.TU.scaffold_5.2169"	30	0	5	3	1	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2170"	411	240	295	260	315	156	250	241	421	396	348	235	669	337	285
"evm.TU.scaffold_5.2172"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2177"	0	6	4	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.2179"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_5.217_evm.TU.scaffold_5.218"	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
"evm.TU.scaffold_5.2181"	0	8	4	4	2	3	0	0	7	4	0	2	0	0	3
"evm.TU.scaffold_5.2182"	0	1	4	7	3	4	4	3	16	19	30	11	26	12	15
"evm.TU.scaffold_5.2183"	86	229	181	219	396	158	206	149	178	233	340	226	422	159	101
"evm.TU.scaffold_5.2184"	0	11	1	1	1	0	1	1	1	1	0	0	0	0	0
"evm.TU.scaffold_5.2186"	220	79	117	169	443	104	118	116	183	360	69	187	341	221	55
"evm.TU.scaffold_5.2187"	81	43	51	74	68	23	40	41	97	223	49	139	234	115	31
